strengths wavelengths species
0.425 5164.5506 "Fe 1"
0.232 5164.911 "Fe 1"
0.686 5165.4098 "Fe 1"
0.342 5166.216 "Cr 1"
0.835 5166.2816 "Fe 1"
0.884 5167.3216 "Mg 1"
0.907 5167.4879 "Fe 1"
0.251 5167.7176 "Fe 1"
0.621 5168.6589 "Ni 1"
0.85 5168.8972 "Fe 1"
0.828 5169.0282 "Fe 2"
0.451 5170.7558 "Fe 1"
0.874 5171.596 "Fe 1"
0.509 5171.6717 "Fe 1"
0.904 5172.6843 "Mg 1"
0.483 5172.8684 "Ni 1"
0.751 5173.7431 "Ti 1"
0.249 5176.076 "Co 1"
0.575 5176.5603 "Ni 1"
0.298 5177.2326 "Fe 1"
0.292 5177.402 "Cr 1"
0.253 5178.8005 "Fe 1"
0.219 5179.1217 "Ni 1"
0.445 5180.055 "Fe 1"
0.278 5183.41 "La 2"
0.91 5183.6042 "Mg 1"
0.627 5184.2657 "Fe 1"
0.573 5184.2661 "Fe 1"
0.356 5184.556 "Cr 1"
0.56 5184.5588 "Ni 1"
0.435 5185.7246 "Fe 1"
0.628 5185.902 "Ti 2"
0.356 5186.5527 "Ni 1"
0.518 5187.9141 "Fe 1"
0.747 5188.6871 "Ti 2"
0.67 5188.844 "Ca 1"
0.241 5191.44 "Nd 2"
0.819 5191.4541 "Fe 1"
0.357 5191.995 "Cr 1"
0.833 5192.3433 "Fe 1"
0.365 5192.495 "Ni 1"
0.217 5192.61 "Nd 2"
0.761 5192.9686 "Ti 1"
0.22 5193.492 "Cr 1"
0.2 5194.04 "Ti 1"
0.845 5194.9411 "Fe 1"
0.721 5195.4714 "Fe 1"
0.663 5196.0585 "Fe 1"
0.286 5196.446 "Cr 1"
0.391 5196.59 "Mn 1"
0.328 5197.1603 "Ni 1"
0.685 5197.5675 "Fe 2"
0.365 5197.9353 "Fe 1"
0.758 5198.7105 "Fe 1"
0.288 5200.172 "Cr 1"
0.556 5200.4097 "Y 2"
0.201 5201.08 "Ti 1"
0.665 5202.2553 "Fe 1"
0.797 5202.3354 "Fe 1"
0.863 5204.498 "Cr 1"
0.806 5204.5825 "Fe 1"
0.609 5205.7224 "Y 2"
0.876 5206.023 "Cr 1"
0.339 5206.195 "Cr 1"
0.307 5207.9376 "Fe 1"
0.885 5208.409 "Cr 1"
0.76 5208.5936 "Fe 1"
0.772 5210.3843 "Ti 1"
0.408 5211.5303 "Ti 2"
0.315 5212.6878 "Co 1"
0.231 5214.131 "Cr 1"
0.759 5215.18 "Fe 1"
0.213 5215.284 "Cr 1"
0.833 5216.2737 "Fe 1"
0.245 5216.4778 "Ni 1"
0.743 5217.389 "Fe 1"
0.563 5217.9189 "Fe 1"
0.567 5218.1975 "Cu 1"
0.442 5219.7015 "Ti 1"
0.238 5220.0659 "Cu 1"
0.343 5220.2905 "Ni 1"
0.35 5221.0353 "Fe 1"
0.384 5221.751 "Cr 1"
0.301 5222.3944 "Fe 1"
0.226 5222.667 "Cr 1"
0.216 5222.6743 "Ti 1"
0.549 5223.1824 "Fe 1"
0.264 5223.62 "Ti 1"
0.242 5224.2983 "Fe 1"
0.5 5224.3 "Ti 1"
0.348 5224.54 "Ti 1"
0.503 5224.925 "Cr 1"
0.432 5224.93 "Ti 1"
0.382 5225.02 "Cr 1"
0.738 5225.526 "Fe 1"
0.716 5226.5384 "Ti 2"
0.816 5226.8612 "Fe 1"
0.261 5226.8962 "Fe 1"
0.813 5227.1495 "Fe 1"
0.896 5227.1889 "Fe 1"
0.514 5228.3753 "Fe 1"
0.745 5229.8446 "Fe 1"
0.69 5229.8654 "Fe 1"
0.346 5230.2085 "Co 1"
0.86 5232.9397 "Fe 1"
0.664 5234.6226 "Fe 2"
0.329 5235.1827 "Co 1"
0.636 5235.3867 "Fe 1"
0.421 5235.4969 "Ni 1"
0.46 5236.2016 "Fe 1"
0.421 5237.3285 "Cr 2"
0.28 5238.961 "Cr 1"
0.529 5239.813 "Sc 2"
0.305 5241.9 "Fe 1"
0.691 5242.4905 "Fe 1"
0.298 5243.354 "Cr 1"
0.603 5243.7757 "Fe 1"
0.539 5243.7769 "Fe 1"
0.639 5245.6253 "Fe 1"
0.714 5247.0498 "Fe 1"
0.202 5247.29 "Ti 1"
0.716 5247.565 "Cr 1"
0.227 5247.9199 "Co 1"
0.357 5249.1048 "Fe 1"
0.252 5249.58 "Nd 2"
0.707 5250.2088 "Fe 1"
0.752 5250.6453 "Fe 1"
0.36 5252.0997 "Ti 1"
0.254 5253.0205 "Fe 1"
0.661 5253.4617 "Fe 1"
0.363 5254.904 "Cr 1"
0.397 5254.92 "Fe 2"
0.739 5254.9551 "Fe 1"
0.324 5254.9761 "Fe 1"
0.44 5255.114 "Cr 1"
0.435 5255.33 "Mn 1"
0.219 5255.5056 "Nd 2"
0.427 5255.6626 "Fe 1"
0.44 5255.735 "Fe 1"
0.207 5255.81 "Ti 1"
0.215 5256.9319 "Fe 2"
0.212 5257.6544 "Fe 1"
0.604 5259.0937 "Fe 1"
0.39 5260.387 "Ca 1"
0.658 5261.704 "Ca 1"
0.265 5261.75 "Cr 1"
0.48 5262.1412 "Ti 2"
0.673 5262.241 "Ca 1"
0.38 5262.8809 "Fe 1"
0.754 5263.3059 "Fe 1"
0.457 5263.8643 "Fe 1"
0.768 5264.153 "Cr 1"
0.659 5264.237 "Ca 1"
0.465 5264.8024 "Fe 2"
0.359 5265.148 "Cr 1"
0.718 5265.556 "Ca 1"
0.216 5265.7118 "Ni 1"
0.694 5265.714 "Cr 1"
0.388 5265.9639 "Ti 1"
0.257 5266.2979 "Co 1"
0.472 5266.497 "Co 1"
0.831 5266.5542 "Fe 1"
0.35 5267.2687 "Fe 1"
0.362 5268.3338 "Ni 1"
0.326 5268.6082 "Ti 2"
0.919 5269.5365 "Fe 1"
0.227 5270.0576 "Fe 1"
0.748 5270.27 "Ca 1"
0.885 5270.356 "Fe 1"
0.321 5272.0 "Cr 1"
0.301 5272.2691 "Fe 1"
0.736 5273.1632 "Fe 1"
0.708 5273.3727 "Fe 1"
0.276 5273.425 "Cr 1"
0.22 5273.43 "Nd 2"
0.501 5273.6239 "Fe 1"
0.35 5274.9642 "Cr 2"
0.269 5275.173 "Cr 1"
0.571 5275.2768 "Cr 1"
0.614 5275.747 "Cr 1"
0.706 5275.9968 "Fe 2"
0.606 5276.067 "Cr 1"
0.52 5277.3052 "Fe 1"
0.393 5280.2782 "Fe 1"
0.221 5280.282 "Cr 1"
0.532 5280.3608 "Fe 1"
0.298 5280.6258 "Co 1"
0.24 5281.6558 "Ni 1"
0.786 5281.7894 "Fe 1"
0.347 5283.4381 "Ti 1"
0.801 5283.6207 "Fe 1"
0.59 5284.103 "Fe 2"
0.318 5284.4245 "Fe 1"
0.222 5284.6083 "Fe 1"
0.307 5285.1268 "Fe 1"
0.591 5288.5247 "Fe 1"
0.474 5292.5981 "Fe 1"
0.273 5293.16 "Nd 2"
0.331 5293.9582 "Fe 1"
0.279 5294.0852 "Fe 1"
0.294 5295.3121 "Fe 1"
0.237 5295.7758 "Ti 1"
0.74 5296.691 "Cr 1"
0.307 5297.2294 "Ti 1"
0.641 5297.376 "Cr 1"
0.603 5298.014 "Cr 1"
0.26 5298.2006 "Fe 1"
0.768 5298.271 "Cr 1"
0.548 5298.49 "Cr 1"
0.471 5298.7755 "Fe 1"
0.206 5300.4024 "Fe 1"
0.636 5300.745 "Cr 1"
0.285 5301.041 "Co 1"
0.258 5301.0893 "Co 1"
0.766 5302.3 "Fe 1"
0.217 5304.18 "Cr 1"
0.225 5305.8526 "Cr 2"
0.734 5307.3604 "Fe 1"
0.267 5312.856 "Cr 1"
0.271 5313.5628 "Cr 2"
0.365 5315.07 "Fe 1"
0.721 5316.6087 "Fe 2"
0.558 5316.7812 "Fe 2"
0.226 5318.771 "Cr 1"
0.224 5319.6067 "Fe 1"
0.289 5319.81 "Nd 2"
0.263 5320.0356 "Fe 1"
0.534 5321.1073 "Fe 1"
0.288 5321.835 "Fe 1"
0.639 5322.0404 "Fe 1"
0.828 5324.1784 "Fe 1"
0.463 5325.5523 "Fe 2"
0.209 5325.9432 "Co 1"
0.474 5326.1421 "Fe 1"
0.912 5328.038 "Fe 1"
0.608 5328.0389 "Fe 1"
0.678 5328.323 "Cr 1"
0.854 5328.531 "Fe 1"
0.607 5329.138 "Cr 1"
0.386 5329.784 "Cr 1"
0.567 5329.9891 "Fe 1"
0.268 5331.4532 "Co 1"
0.227 5332.6602 "Fe 1"
0.767 5332.8994 "Fe 1"
0.254 5334.869 "Cr 2"
0.234 5334.9794 "Co 1"
0.645 5336.7863 "Ti 2"
0.232 5337.722 "Fe 2"
0.773 5339.929 "Fe 1"
0.841 5341.0234 "Fe 1"
0.588 5341.0528 "Mn 1"
0.439 5342.7006 "Co 1"
0.543 5343.4382 "Fe 1"
0.788 5345.796 "Cr 1"
0.752 5348.314 "Cr 1"
0.658 5349.465 "Ca 1"
0.448 5349.737 "Fe 1"
0.352 5352.0397 "Co 1"
0.621 5353.3735 "Fe 1"
0.469 5353.3914 "Ni 1"
0.351 5353.4982 "Co 1"
0.201 5359.1995 "Co 1"
0.39 5361.6248 "Fe 1"
0.228 5362.7798 "Co 1"
0.589 5362.8613 "Fe 2"
0.24 5364.1167 "Fe 1"
0.712 5364.8703 "Fe 1"
0.269 5364.89 "CH 1"
0.683 5365.3984 "Fe 1"
0.74 5367.4653 "Fe 1"
0.285 5369.5713 "Fe 1"
0.425 5369.5889 "Co 1"
0.755 5369.9607 "Fe 1"
0.446 5371.3303 "Ni 1"
0.466 5371.4359 "Fe 1"
0.903 5371.489 "Fe 1"
0.541 5373.7082 "Fe 1"
0.41 5377.6073 "Mn 1"
0.581 5379.5734 "Fe 1"
0.564 5381.0216 "Ti 2"
0.356 5382.2631 "Fe 1"
0.771 5383.368 "Fe 1"
0.36 5386.3328 "Fe 1"
0.223 5386.968 "Cr 1"
0.262 5387.4804 "Fe 1"
0.631 5389.4782 "Fe 1"
0.619 5391.4588 "Fe 1"
0.765 5393.167 "Fe 1"
0.64 5394.6698 "Mn 1"
0.404 5394.68 "Fe 1"
0.891 5397.1273 "Fe 1"
0.447 5397.1981 "Fe 1"
0.287 5397.6177 "Fe 1"
0.583 5398.2785 "Fe 1"
0.337 5399.4745 "Mn 1"
0.671 5400.5006 "Fe 1"
0.325 5400.597 "Cr 1"
0.234 5400.6547 "Fe 1"
0.238 5401.266 "Fe 1"
0.59 5403.8215 "Fe 1"
0.729 5404.1168 "Fe 1"
0.743 5404.1507 "Fe 1"
0.234 5404.5486 "Fe 1"
0.412 5405.3496 "Fe 1"
0.893 5405.7743 "Fe 1"
0.306 5406.3347 "Fe 1"
0.293 5406.7741 "Fe 1"
0.473 5407.4172 "Mn 1"
0.223 5407.604 "Cr 2"
0.448 5409.1326 "Fe 1"
0.244 5409.6078 "Ti 1"
0.803 5409.784 "Cr 1"
0.724 5410.9092 "Fe 1"
0.29 5411.2184 "Ni 1"
0.27 5412.7833 "Fe 1"
0.218 5413.6682 "Mn 1"
0.317 5414.0698 "Fe 2"
0.76 5415.1983 "Fe 1"
0.291 5417.0332 "Fe 1"
0.509 5418.7678 "Ti 2"
0.559 5420.3508 "Mn 1"
0.206 5421.85 "Fe 1"
0.755 5424.0672 "Fe 1"
0.228 5424.5361 "Ni 1"
0.491 5424.6451 "Ni 1"
0.45 5425.2485 "Fe 2"
0.567 5429.5032 "Fe 1"
0.892 5429.6961 "Fe 1"
0.5 5429.8412 "Fe 1"
0.556 5432.5392 "Mn 1"
0.499 5432.9475 "Fe 1"
0.304 5432.962 "Fe 2"
0.877 5434.5232 "Fe 1"
0.53 5435.8577 "Ni 1"
0.355 5436.2945 "Fe 1"
0.597 5436.5875 "Fe 1"
0.336 5437.0831 "Fe 1"
0.311 5441.3386 "Fe 1"
0.683 5445.0414 "Fe 1"
0.641 5446.582 "Fe 1"
0.705 5446.8722 "Fe 1"
0.888 5446.9161 "Fe 1"
0.267 5448.2674 "Fe 1"
0.347 5448.3618 "Fe 1"
0.222 5454.57 "Co 1"
0.557 5455.3885 "Fe 1"
0.733 5455.4534 "Fe 1"
0.877 5455.6089 "Fe 1"
0.428 5462.4931 "Ni 1"
0.654 5462.9591 "Fe 1"
0.691 5463.275 "Fe 1"
0.485 5464.2795 "Fe 1"
0.649 5466.3952 "Fe 1"
0.598 5466.3962 "Fe 1"
0.406 5466.9868 "Fe 1"
0.23 5470.0921 "Fe 1"
0.231 5470.17 "Fe 1"
0.359 5470.6312 "Mn 1"
0.434 5472.7084 "Fe 1"
0.202 5473.1623 "Fe 1"
0.614 5473.9004 "Fe 1"
0.216 5474.223 "Ti 1"
0.591 5476.2885 "Fe 1"
0.666 5476.5642 "Fe 1"
0.824 5476.9036 "Ni 1"
0.288 5477.6942 "Ti 1"
0.309 5478.4549 "Fe 1"
0.331 5479.101 "CH 1"
0.226 5480.7769 "Ni 1"
0.5 5480.8601 "Fe 1"
0.534 5481.2427 "Fe 1"
0.241 5481.392 "Mn 1"
0.242 5481.4104 "Ti 1"
0.453 5481.438 "Fe 1"
0.477 5483.0984 "Fe 1"
0.495 5483.3535 "Co 1"
0.346 5487.1451 "Fe 1"
0.436 5487.1454 "Fe 1"
0.623 5487.74 "Fe 1"
0.65 5487.7445 "Fe 1"
0.375 5490.1477 "Ti 1"
0.309 5490.6928 "Ti 2"
0.549 5493.3216 "Fe 1"
0.345 5493.4988 "Fe 1"
0.2 5493.8118 "Fe 1"
0.262 5494.4626 "Fe 1"
0.244 5494.8802 "Ni 1"
0.226 5497.4062 "Y 2"
0.82 5497.5157 "Fe 1"
0.807 5501.4646 "Fe 1"
0.396 5503.0709 "Fe 1"
0.233 5503.8953 "Ti 1"
0.501 5505.7331 "Fe 1"
0.423 5505.8807 "Fe 1"
0.826 5506.7784 "Fe 1"
0.362 5509.8948 "Y 2"
0.441 5510.0091 "Ni 1"
0.4 5512.2567 "Fe 1"
0.451 5512.2575 "Fe 1"
0.367 5512.4016 "Fe 1"
0.533 5512.5236 "Ti 1"
0.583 5512.98 "Ca 1"
0.459 5514.3434 "Ti 1"
0.509 5514.5335 "Ti 1"
0.411 5516.7659 "Mn 1"
0.381 5519.5696 "Fe 1"
0.412 5522.4458 "Fe 1"
0.357 5523.9791 "Fe 1"
0.247 5525.477 "Fe 1"
0.535 5525.5433 "Fe 1"
0.615 5526.79 "Sc 2"
0.738 5528.4047 "Mg 1"
0.253 5530.7752 "Co 1"
0.431 5532.7462 "Fe 1"
0.332 5532.8656 "Fe 1"
0.241 5534.6591 "Fe 1"
0.54 5534.838 "Fe 2"
0.529 5535.4178 "Fe 1"
0.211 5537.7528 "Mn 1"
0.211 5539.2799 "Fe 1"
0.555 5543.1468 "Fe 1"
0.524 5543.9353 "Fe 1"
0.434 5546.5051 "Fe 1"
0.272 5546.9902 "Fe 1"
0.377 5553.5765 "Fe 1"
0.313 5553.6904 "Ni 1"
0.588 5554.8938 "Fe 1"
0.251 5555.1219 "Fe 1"
0.334 5557.9033 "Fe 1"
0.409 5557.9821 "Fe 1"
0.214 5559.8927 "Fe 1"
0.45 5560.2109 "Fe 1"
0.388 5561.2421 "Fe 1"
0.616 5562.115 "Fe 1"
0.575 5562.7052 "Fe 1"
0.56 5563.5995 "Fe 1"
0.403 5563.693 "Fe 1"
0.299 5565.4735 "Ti 1"
0.612 5565.7036 "Fe 1"
0.373 5566.073 "Fe 1"
0.296 5567.2738 "Fe 1"
0.593 5567.3907 "Fe 1"
0.753 5569.6177 "Fe 1"
0.776 5572.842 "Fe 1"
0.484 5573.1017 "Fe 1"
0.69 5576.0888 "Fe 1"
0.544 5578.7184 "Ni 1"
0.633 5581.965 "Ca 1"
0.256 5583.9021 "Si 1"
0.514 5584.2674 "Fe 1"
0.364 5584.7643 "Fe 1"
0.345 5586.2672 "Fe 1"
0.793 5586.7552 "Fe 1"
0.323 5587.5739 "Fe 1"
0.58 5587.8579 "Ni 1"
0.743 5588.749 "Ca 1"
0.326 5589.0099 "Fe 1"
0.325 5589.358 "Ni 1"
0.63 5590.114 "Ca 1"
0.428 5592.146 "Ni 1"
0.216 5592.232 "Fe 1"
0.548 5592.2618 "Ni 1"
0.207 5592.6446 "Fe 1"
0.431 5593.7355 "Ni 1"
0.714 5594.462 "Ca 1"
0.546 5594.6549 "Fe 1"
0.216 5597.9402 "Si 1"
0.577 5598.2866 "Fe 1"
0.693 5598.48 "Ca 1"
0.356 5600.0142 "Ni 1"
0.266 5600.097 "Fe 1"
0.432 5600.2241 "Fe 1"
0.636 5601.277 "Ca 1"
0.535 5602.7673 "Fe 1"
0.63 5602.842 "Ca 1"
0.707 5602.9447 "Fe 1"
0.429 5614.773 "Ni 1"
0.616 5615.2962 "Fe 1"
0.809 5615.6435 "Fe 1"
0.272 5617.1896 "Fe 1"
0.488 5618.632 "Fe 1"
0.285 5619.595 "Fe 1"
0.338 5620.4924 "Fe 1"
0.28 5623.2835 "Fe 1"
0.365 5624.0213 "Fe 1"
0.719 5624.5418 "Fe 1"
0.409 5625.3168 "Ni 1"
0.319 5627.6298 "V 1"
0.522 5633.9458 "Fe 1"
0.262 5635.8219 "Fe 1"
0.226 5636.6954 "Fe 1"
0.22 5637.1074 "Fe 1"
0.368 5637.1188 "Ni 1"
0.57 5638.2617 "Fe 1"
0.313 5640.3065 "Fe 1"
0.214 5640.46 "Fe 1"
0.347 5641.001 "Sc 2"
0.273 5641.4183 "Fe 1"
0.497 5641.4339 "Fe 1"
0.27 5641.8809 "Ni 1"
0.27 5643.9261 "Fe 1"
0.532 5644.0249 "Fe 1"
0.416 5644.1339 "Ti 1"
0.257 5645.6128 "Si 1"
0.459 5645.8325 "Fe 1"
0.218 5647.2338 "Co 1"
0.324 5649.6986 "Ni 1"
0.303 5649.9866 "Fe 1"
0.294 5650.7051 "Fe 1"
0.238 5652.3173 "Fe 1"
0.305 5653.8644 "Fe 1"
0.408 5655.1761 "Fe 1"
0.477 5655.4893 "Fe 1"
0.575 5655.4928 "Fe 1"
0.527 5657.896 "Sc 2"
0.317 5658.361 "Sc 2"
0.546 5658.5313 "Fe 1"
0.487 5658.6571 "Fe 1"
0.715 5658.816 "Fe 1"
0.285 5659.5743 "Fe 1"
0.309 5661.3444 "Fe 1"
0.353 5662.15 "Ti 1"
0.622 5662.5158 "Fe 1"
0.437 5662.9241 "Y 2"
0.439 5662.9373 "Fe 1"
0.342 5663.9845 "Ni 1"
0.294 5665.5545 "Si 1"
0.276 5667.149 "Sc 2"
0.403 5667.5176 "Fe 1"
0.466 5667.6648 "Fe 1"
0.318 5669.042 "Sc 2"
0.235 5669.9431 "Ni 1"
0.285 5670.848 "V 1"
0.201 5671.821 "Sc 1"
0.287 5675.41 "Ti 1"
0.329 5675.4171 "Si 1"
0.453 5679.0229 "Fe 1"
0.469 5682.1987 "Ni 1"
0.532 5682.6333 "Na 1"
0.364 5684.202 "Sc 2"
0.407 5684.484 "Si 1"
0.576 5686.5295 "Fe 1"
0.344 5688.1934 "Na 1"
0.576 5688.2046 "Na 1"
0.219 5689.46 "Ti 1"
0.347 5690.425 "Si 1"
0.378 5691.4963 "Fe 1"
0.218 5694.74 "Cr 1"
0.433 5694.9833 "Ni 1"
0.217 5696.0885 "Fe 1"
0.305 5698.2343 "Cr 1"
0.42 5698.5189 "V 1"
0.3 5700.2373 "Cu 1"
0.286 5701.104 "Si 1"
0.251 5701.5133 "Fe 1"
0.651 5701.5435 "Fe 1"
0.21 5702.306 "Cr 1"
0.388 5703.575 "V 1"
0.431 5705.4639 "Fe 1"
0.549 5705.9918 "Fe 1"
0.303 5706.9824 "V 1"
0.301 5707.0491 "Fe 1"
0.311 5708.0935 "Fe 1"
0.455 5708.3995 "Si 1"
0.686 5709.3775 "Fe 1"
0.643 5709.5449 "Ni 1"
0.565 5711.088 "Mg 1"
0.403 5711.8482 "Fe 1"
0.555 5711.8881 "Ni 1"
0.514 5712.1309 "Fe 1"
0.23 5712.771 "Cr 1"
0.385 5714.1453 "Fe 1"
0.502 5715.0668 "Ni 1"
0.496 5717.8322 "Fe 1"
0.368 5721.0212 "Si 1"
0.45 5727.0445 "V 1"
0.459 5731.7615 "Fe 1"
0.271 5741.8473 "Fe 1"
0.201 5743.9323 "Fe 1"
0.227 5747.667 "Si 1"
0.296 5747.9535 "Fe 1"
0.388 5748.3508 "Ni 1"
0.405 5752.0312 "Fe 1"
0.583 5753.1219 "Fe 1"
0.343 5754.2184 "Si 1"
0.601 5754.6557 "Ni 1"
0.265 5760.3436 "Fe 1"
0.362 5760.8298 "Ni 1"
0.343 5762.4128 "Fe 1"
0.233 5762.9771 "Si 1"
0.627 5762.9918 "Fe 1"
0.33 5772.146 "Si 1"
0.466 5775.0802 "Fe 1"
0.314 5778.4526 "Fe 1"
0.362 5780.5994 "Fe 1"
0.246 5780.8036 "Fe 1"
0.246 5781.167 "Cr 1"
0.232 5781.751 "Cr 1"
0.541 5782.1269 "Cu 1"
0.313 5783.065 "Cr 1"
0.387 5783.85 "Cr 1"
0.342 5784.6576 "Fe 1"
0.358 5784.969 "Cr 1"
0.428 5785.2699 "Fe 1"
0.246 5785.313 "Mg 1"
0.283 5785.735 "Cr 1"
0.453 5787.919 "Cr 1"
0.222 5788.9841 "Si 1"
0.531 5790.957 "Cr 1"
0.503 5791.0169 "Fe 1"
0.277 5793.0726 "Si 1"
0.337 5793.9144 "Fe 1"
0.273 5797.8559 "Si 1"
0.377 5798.1709 "Fe 1"
0.207 5798.1723 "Fe 1"
0.248 5804.0339 "Fe 1"
0.224 5804.259 "Ti 1"
0.391 5805.2166 "Ni 1"
0.42 5806.7248 "Fe 1"
0.409 5809.217 "Fe 1"
0.276 5813.0814 "Si 1"
0.217 5814.8068 "Fe 1"
0.539 5816.3725 "Fe 1"
0.21 5817.0754 "Fe 1"
0.285 5831.5955 "Ni 1"
0.216 5833.9249 "Fe 1"
0.339 5834.025 "Fe 1"
0.209 5838.3714 "Fe 1"
0.292 5846.9935 "Ni 1"
0.415 5848.1259 "Fe 1"
0.346 5852.218 "Fe 1"
0.356 5853.6741 "Ba 2"
0.612 5853.6742 "Ba 2"
0.291 5853.6751 "Ba 2"
0.261 5853.6753 "Ba 2"
0.274 5855.0751 "Fe 1"
0.431 5856.0876 "Fe 1"
0.654 5857.451 "Ca 1"
0.457 5857.7518 "Ni 1"
0.567 5859.5856 "Fe 1"
0.61 5862.3557 "Fe 1"
0.517 5866.4513 "Ti 1"
0.256 5867.562 "Ca 1"
0.511 5883.8162 "Fe 1"
0.863 5889.9509 "Na 1"
0.306 5891.1754 "Fe 1"
0.233 5892.7999 "Fe 1"
0.58 5892.8715 "Ni 1"
0.847 5895.9242 "Na 1"
0.419 5899.2936 "Ti 1"
0.483 5905.6709 "Fe 1"
0.386 5909.9721 "Fe 1"
0.559 5914.1113 "Fe 1"
0.596 5914.2005 "Fe 1"
0.509 5916.2469 "Fe 1"
0.203 5918.5363 "Ti 1"
0.492 5921.2603 "Fe 1"
0.309 5922.11 "Ti 1"
0.386 5927.7883 "Fe 1"
0.298 5929.6757 "Fe 1"
0.317 5929.6772 "Fe 1"
0.573 5930.1799 "Fe 1"
0.551 5934.6542 "Fe 1"
0.255 5941.7517 "Ti 1"
0.462 5948.541 "Si 1"
0.267 5949.3455 "Fe 1"
0.481 5952.7176 "Fe 1"
0.379 5953.1596 "Ti 1"
0.542 5956.6933 "Fe 1"
0.352 5965.8281 "Ti 1"
0.491 5975.347 "Fe 1"
0.441 5975.3509 "Fe 1"
0.533 5976.7763 "Fe 1"
0.32 5978.5406 "Ti 1"
0.546 5983.6795 "Fe 1"
0.559 5984.8147 "Fe 1"
0.507 5987.0645 "Fe 1"
0.321 5988.8377 "Si 1"
0.308 5991.3709 "Fe 2"
0.216 5996.7301 "Ni 1"
0.224 5997.5935 "Ni 1"
0.411 5997.7763 "Fe 1"
0.563 6003.0107 "Fe 1"
0.241 6005.5408 "Fe 1"
0.312 6007.3099 "Ni 1"
0.504 6007.9593 "Fe 1"
0.585 6008.5555 "Fe 1"
0.219 6012.2094 "Fe 1"
0.534 6013.51 "Mn 1"
0.499 6016.6047 "Fe 1"
0.564 6016.67 "Mn 1"
0.567 6020.168 "Fe 1"
0.264 6021.7886 "Fe 1"
0.585 6021.82 "Mn 1"
0.598 6024.0568 "Fe 1"
0.529 6027.0505 "Fe 1"
0.213 6029.0576 "Fe 1"
0.208 6041.9503 "Fe 1"
0.296 6046.6934 "Si 1"
0.21 6053.6851 "Ni 1"
0.509 6056.0042 "Fe 1"
0.364 6063.3076 "Fe 1"
0.712 6065.4814 "Fe 1"
0.521 6078.4906 "Fe 1"
0.471 6079.0073 "Fe 1"
0.369 6079.0093 "Fe 1"
0.217 6081.4422 "V 1"
0.393 6082.7098 "Fe 1"
0.213 6084.1017 "Fe 2"
0.32 6085.2264 "Ti 1"
0.362 6085.2575 "Fe 1"
0.377 6086.2815 "Ni 1"
0.411 6090.2084 "V 1"
0.232 6091.171 "Ti 1"
0.257 6093.6421 "Fe 1"
0.328 6096.6637 "Fe 1"
0.517 6102.1665 "Fe 1"
0.473 6102.171 "Fe 1"
0.662 6102.723 "Ca 1"
0.447 6103.1846 "Fe 1"
0.341 6103.293 "Fe 1"
0.41 6107.3232 "Fe 1"
0.559 6108.1159 "Ni 1"
0.326 6111.0703 "Ni 1"
0.428 6116.1796 "Ni 1"
0.305 6119.5275 "V 1"
0.716 6122.217 "Ca 1"
0.236 6125.0209 "Si 1"
0.276 6126.216 "Ti 1"
0.438 6127.9058 "Fe 1"
0.295 6128.9732 "Ni 1"
0.234 6130.1348 "Ni 1"
0.209 6131.5729 "Si 1"
0.743 6136.6145 "Fe 1"
0.564 6136.9935 "Fe 1"
0.356 6137.4979 "Fe 1"
0.725 6137.6909 "Fe 1"
0.73 6141.7129 "Ba 2"
0.594 6141.7129 "Ba 2"
0.56 6141.714 "Ba 2"
0.542 6141.7143 "Ba 2"
0.405 6141.7154 "Ba 2"
0.549 6141.7304 "Fe 1"
0.284 6142.4832 "Si 1"
0.281 6145.0159 "Si 1"
0.289 6147.7341 "Fe 2"
0.38 6147.8339 "Fe 1"
0.32 6149.2459 "Fe 2"
0.492 6151.6169 "Fe 1"
0.273 6154.2255 "Na 1"
0.427 6155.1343 "Si 1"
0.486 6157.7275 "Fe 1"
0.368 6160.7471 "Na 1"
0.465 6161.297 "Ca 1"
0.735 6162.173 "Ca 1"
0.385 6163.424 "Ni 1"
0.382 6163.5433 "Fe 1"
0.46 6163.755 "Ca 1"
0.415 6165.3595 "Fe 1"
0.491 6166.439 "Ca 1"
0.552 6169.042 "Ca 1"
0.598 6169.563 "Ca 1"
0.493 6170.5055 "Fe 1"
0.569 6173.3339 "Fe 1"
0.424 6175.3665 "Ni 1"
0.487 6176.8115 "Ni 1"
0.225 6177.2416 "Ni 1"
0.516 6180.2018 "Fe 1"
0.218 6183.5577 "Fe 1"
0.202 6185.6927 "Fe 1"
0.286 6186.7109 "Ni 1"
0.404 6187.9888 "Fe 1"
0.579 6191.1784 "Ni 1"
0.741 6191.5572 "Fe 1"
0.569 6200.3121 "Fe 1"
0.251 6204.604 "Ni 1"
0.231 6207.2721 "V 1"
0.208 6208.2111 "Fe 1"
0.634 6213.429 "Fe 1"
0.326 6214.6 "Ti 2"
0.441 6215.143 "Fe 1"
0.379 6215.4281 "Fe 1"
0.236 6216.3553 "Fe 1"
0.242 6216.3643 "V 1"
0.646 6219.2801 "Fe 1"
0.301 6223.9839 "Ni 1"
0.257 6226.7338 "Fe 1"
0.423 6229.2255 "Fe 1"
0.736 6230.7218 "Fe 1"
0.231 6230.798 "V 1"
0.571 6232.6399 "Fe 1"
0.233 6233.636 "Fe 1"
0.371 6237.3191 "Si 1"
