Species, Wavelength, Priority
"Ti II", 5188.693, 1
"Ti II", 5211.517, 1
"Ti II", 5226.535, 1
"Ti II", 5262.131, 1
"Ti II", 5268.606, 1
"Ti II", 5313.755, 1
"Ti II", 5336.778, 1
"Ti II", 5360.118, 1
"Ti II", 5379.141, 1
"Ti II", 5381.008, 1
"Ti II", 5396.226, 1
"Ti II", 5418.753, 1
"Ti II", 5422.463, 1
"Ti II", 5454.07, 1
"Ti II", 5490.663, 1
"Ti II", 5492.85, 1
"Ti II", 5529.982, 1
"Ti II", 6012.75, 1
"Ti II", 6194.34, 1
"Ti II", 6219.92, 1
"Ti II", 6491.54, 1
"Ti II", 6513.03, 1
"Ti II", 6559.58, 1
"Ti II", 6606.96, 1
"Ti II", 6680.15, 1
"Ti II", 6717.81, 1
"Ti II", 6827.95, 1
"Ti II", 6998.91, 1
"Ti II", 7004.64, 1
"Ti II", 7214.72, 1
"Ti II", 7323.13, 1
"Ti II", 7355.43, 1
"Ti II", 7564.49, 1
"Ti II", 7575.41, 1
"Ti II", 7953.55, 1
"Ti II", 8926.76, 1
"Ti II", 8979.17, 1
"Ti II", 9027.85, 1
"Ti II", 9252.53, 1
"Yb II", 5588.473, 1
"Ti I", 3729.806, 1
"Ti I", 3738.992, 1
"Ti I", 3741.06, 1
"Ti I", 3752.859, 1
"Ti I", 3753.634, 1
"Ti I", 3766.442, 1
"Ti I", 3771.651, 1
"Ti I", 3786.043, 1
"Ti I", 3789.294, 1
"Ti I", 3794.742, 1
"Ti I", 3795.894, 1
"Ti I", 3801.081, 1
"Ti I", 3822.022, 1
"Ti I", 3828.188, 1
"Ti I", 3836.767, 1
"Ti I", 3853.046, 1
"Ti I", 3853.725, 1
"Ti I", 3857.896, 1
"Ti I", 3858.136, 1
"Ti I", 3862.825, 1
"Ti I", 3866.439, 1
"Ti I", 3868.396, 1
"Ti I", 3875.257, 1
"Ti I", 3877.591, 1
"Ti I", 3881.396, 1
"Ti I", 3882.146, 1
"Ti I", 3882.321, 1
"Ti I", 3882.891, 1
"Ti I", 3884.088, 1
"Ti I", 3888.022, 1
"Ti I", 3889.95, 1
"Ti I", 3893.623, 1
"Ti I", 3895.242, 1
"Ti I", 3897.309, 1
"Ti I", 3897.575, 1
"Ti I", 3898.489, 1
"Ti I", 3900.959, 1
"Ti I", 3904.784, 1
"Ti I", 3911.185, 1
"Ti I", 3911.363, 1
"Ti I", 3912.589, 1
"Ti I", 3914.334, 1
"Ti I", 3914.737, 1
"Ti I", 3915.875, 1
"Ti I", 3919.816, 1
"Ti I", 3921.422, 1
"Ti I", 3924.527, 1
"Ti I", 3926.318, 1
"Ti I", 3929.874, 1
"Ti I", 3947.769, 1
"Ti I", 3948.671, 1
"Ti I", 3956.334, 1
"Ti I", 3958.201, 1
"Ti I", 3962.851, 1
"Ti I", 3964.269, 1
"Ti I", 3975.707, 1
"Ti I", 3980.81, 1
"Ti I", 3981.449, 1
"Ti I", 3981.761, 1
"Ti I", 3982.48, 1
"Ti I", 3984.314, 1
"Ti I", 3985.579, 1
"Ti I", 3989.569, 1
"Ti I", 3989.759, 1
"Ti I", 3994.674, 1
"Ti I", 3998.636, 1
"Ti I", 3999.342, 1
"Ti I", 4000.043, 1
"Ti I", 4002.468, 1
"Ti I", 4005.959, 1
"Ti I", 4008.053, 1
"Ti I", 4008.927, 1
"Ti I", 4011.535, 1
"Ti I", 4012.791, 1
"Ti I", 4013.241, 1
"Ti I", 4013.583, 1
"Ti I", 4015.374, 1
"Ti I", 4016.276, 1
"Ti I", 4016.964, 1
"Ti I", 4017.767, 1
"Ti I", 4021.815, 1
"Ti I", 4024.571, 1
"Ti I", 4026.537, 1
"Ti I", 4030.511, 1
"Ti I", 4033.902, 1
"Ti I", 4034.891, 1
"Ti I", 4035.825, 1
"Ti I", 4040.316, 1
"Ti I", 4043.754, 1
"Ti I", 4052.921, 1
"Ti I", 4055.011, 1
"Ti I", 4060.075, 1
"Ti I", 4060.262, 1
"Ti I", 4064.21, 1
"Ti I", 4065.095, 1
"Ti I", 4065.586, 1
"Ti I", 4068.133, 1
"Ti I", 4068.649, 1
"Ti I", 4068.985, 1
"Ti I", 4071.191, 1
"Ti I", 4074.349, 1
"Ti I", 4076.361, 1
"Ti I", 4077.148, 1
"Ti I", 4078.471, 1
"Ti I", 4079.698, 1
"Ti I", 4082.455, 1
"Ti I", 4099.165, 1
"Ti I", 4112.708, 1
"Ti I", 4120.029, 1
"Ti I", 4121.635, 1
"Ti I", 4122.143, 1
"Ti I", 4127.531, 1
"Ti I", 4131.249, 1
"Ti I", 4136.884, 1
"Ti I", 4137.284, 1
"Ti I", 4143.042, 1
"Ti I", 4150.551, 1
"Ti I", 4150.799, 1
"Ti I", 4150.959, 1
"Ti I", 4159.637, 1
"Ti I", 4164.131, 1
"Ti I", 4166.309, 1
"Ti I", 4169.326, 1
"Ti I", 4174.467, 1
"Ti I", 4183.287, 1
"Ti I", 4186.118, 1
"Ti I", 4203.459, 1
"Ti I", 4211.721, 1
"Ti I", 4224.786, 1
"Ti I", 4234.648, 1
"Ti I", 4237.77, 1
"Ti I", 4237.888, 1
"Ti I", 4245.506, 1
"Ti I", 4249.112, 1
"Ti I", 4251.602, 1
"Ti I", 4251.756, 1
"Ti I", 4256.026, 1
"Ti I", 4258.525, 1
"Ti I", 4261.59, 1
"Ti I", 4263.134, 1
"Ti I", 4265.703, 1
"Ti I", 4266.209, 1
"Ti I", 4268.916, 1
"Ti I", 4270.126, 1
"Ti I", 4272.424, 1
"Ti I", 4274.382, 1
"Ti I", 4274.588, 1
"Ti I", 4276.427, 1
"Ti I", 4278.22, 1
"Ti I", 4278.788, 1
"Ti I", 4281.364, 1
"Ti I", 4282.699, 1
"Ti I", 4284.981, 1
"Ti I", 4286.004, 1
"Ti I", 4287.403, 1
"Ti I", 4288.146, 1
"Ti I", 4288.368, 1
"Ti I", 4289.07, 1
"Ti I", 4290.929, 1
"Ti I", 4292.668, 1
"Ti I", 4295.749, 1
"Ti I", 4298.666, 1
"Ti I", 4299.203, 1
"Ti I", 4299.629, 1
"Ti I", 4300.554, 1
"Ti I", 4301.079, 1
"Ti I", 4305.908, 1
"Ti I", 4308.5, 1
"Ti I", 4309.088, 1
"Ti I", 4310.359, 1
"Ti I", 4311.645, 1
"Ti I", 4314.344, 1
"Ti I", 4314.729, 1
"Ti I", 4314.8, 1
"Ti I", 4318.629, 1
"Ti I", 4321.654, 1
"Ti I", 4322.115, 1
"Ti I", 4323.432, 1
"Ti I", 4325.126, 1
"Ti I", 4326.351, 1
"Ti I", 4326.96, 1
"Ti I", 4334.828, 1
"Ti I", 4338.465, 1
"Ti I", 4339.996, 1
"Ti I", 4346.103, 1
"Ti I", 4354.054, 1
"Ti I", 4360.482, 1
"Ti I", 4361.142, 1
"Ti I", 4368.934, 1
"Ti I", 4372.376, 1
"Ti I", 4388.54, 1
"Ti I", 4393.922, 1
"Ti I", 4394.875, 1
"Ti I", 4404.274, 1
"Ti I", 4404.389, 1
"Ti I", 4405.68, 1
"Ti I", 4412.421, 1
"Ti I", 4414.096, 1
"Ti I", 4416.531, 1
"Ti I", 4417.274, 1
"Ti I", 4421.451, 1
"Ti I", 4421.752, 1
"Ti I", 4422.82, 1
"Ti I", 4424.384, 1
"Ti I", 4425.824, 1
"Ti I", 4426.055, 1
"Ti I", 4427.099, 1
"Ti I", 4430.017, 1
"Ti I", 4430.364, 1
"Ti I", 4431.276, 1
"Ti I", 4433.567, 1
"Ti I", 4434.018, 1
"Ti I", 4436.586, 1
"Ti I", 4436.675, 1
"Ti I", 4438.222, 1
"Ti I", 4440.338, 1
"Ti I", 4441.267, 1
"Ti I", 4444.258, 1
"Ti I", 4449.143, 1
"Ti I", 4449.974, 1
"Ti I", 4450.894, 1
"Ti I", 4453.313, 1
"Ti I", 4453.699, 1
"Ti I", 4453.851, 1
"Ti I", 4455.317, 1
"Ti I", 4457.426, 1
"Ti I", 4462.088, 1
"Ti I", 4462.747, 1
"Ti I", 4463.38, 1
"Ti I", 4463.533, 1
"Ti I", 4465.806, 1
"Ti I", 4471.237, 1
"Ti I", 4474.851, 1
"Ti I", 4475.171, 1
"Ti I", 4475.499, 1
"Ti I", 4476.594, 1
"Ti I", 4478.401, 1
"Ti I", 4479.701, 1
"Ti I", 4480.588, 1
"Ti I", 4481.259, 1
"Ti I", 4485.076, 1
"Ti I", 4488.249, 1
"Ti I", 4489.087, 1
"Ti I", 4492.532, 1
"Ti I", 4495.009, 1
"Ti I", 4496.145, 1
"Ti I", 4496.234, 1
"Ti I", 4497.721, 1
"Ti I", 4503.756, 1
"Ti I", 4505.707, 1
"Ti I", 4508.048, 1
"Ti I", 4511.17, 1
"Ti I", 4512.733, 1
"Ti I", 4513.714, 1
"Ti I", 4515.613, 1
"Ti I", 4518.022, 1
"Ti I", 4518.688, 1
"Ti I", 4522.797, 1
"Ti I", 4527.305, 1
"Ti I", 4532.117, 1
"Ti I", 4533.24, 1
"Ti I", 4534.776, 1
"Ti I", 4535.568, 1
"Ti I", 4535.918, 1
"Ti I", 4536.04, 1
"Ti I", 4537.228, 1
"Ti I", 4539.097, 1
"Ti I", 4540.494, 1
"Ti I", 4540.865, 1
"Ti I", 4544.687, 1
"Ti I", 4548.11, 1
"Ti I", 4548.763, 1
"Ti I", 4552.453, 1
"Ti I", 4553.398, 1
"Ti I", 4555.069, 1
"Ti I", 4555.484, 1
"Ti I", 4557.854, 1
"Ti I", 4558.11, 1
"Ti I", 4559.918, 1
"Ti I", 4562.626, 1
"Ti I", 4563.423, 1
"Ti I", 4564.213, 1
"Ti I", 4570.902, 1
"Ti I", 4599.23, 1
"Ti I", 4617.268, 1
"Ti I", 4623.097, 1
"Ti I", 4629.336, 1
"Ti I", 4634.742, 1
"Ti I", 4634.87, 1
"Ti I", 4635.547, 1
"Ti I", 4637.869, 1
"Ti I", 4639.361, 1
"Ti I", 4639.661, 1
"Ti I", 4639.94, 1
"Ti I", 4640.415, 1
"Ti I", 4645.189, 1
"Ti I", 4650.01, 1
"Ti I", 4655.687, 1
"Ti I", 4656.042, 1
"Ti I", 4656.468, 1
"Ti I", 4667.584, 1
"Ti I", 4668.345, 1
"Ti I", 4675.117, 1
"Ti I", 4676.528, 1
"Ti I", 4677.485, 1
"Ti I", 4679.706, 1
"Ti I", 4681.908, 1
"Ti I", 4684.507, 1
"Ti I", 4686.905, 1
"Ti I", 4690.794, 1
"Ti I", 4691.332, 1
"Ti I", 4692.431, 1
"Ti I", 4693.664, 1
"Ti I", 4696.931, 1
"Ti I", 4698.76, 1
"Ti I", 4710.187, 1
"Ti I", 4711.679, 1
"Ti I", 4715.3, 1
"Ti I", 4722.606, 1
"Ti I", 4723.162, 1
"Ti I", 4724.663, 1
"Ti I", 4731.165, 1
"Ti I", 4733.421, 1
"Ti I", 4734.67, 1
"Ti I", 4742.108, 1
"Ti I", 4742.789, 1
"Ti I", 4747.261, 1
"Ti I", 4747.673, 1
"Ti I", 4758.112, 1
"Ti I", 4758.899, 1
"Ti I", 4759.269, 1
"Ti I", 4766.317, 1
"Ti I", 4769.767, 1
"Ti I", 4771.096, 1
"Ti I", 4778.255, 1
"Ti I", 4781.711, 1
"Ti I", 4787.635, 1
"Ti I", 4789.789, 1
"Ti I", 4792.483, 1
"Ti I", 4796.211, 1
"Ti I", 4797.975, 1
"Ti I", 4799.795, 1
"Ti I", 4801.908, 1
"Ti I", 4805.415, 1
"Ti I", 4806.758, 1
"Ti I", 4808.525, 1
"Ti I", 4811.065, 1
"Ti I", 4812.229, 1
"Ti I", 4812.892, 1
"Ti I", 4819.028, 1
"Ti I", 4820.411, 1
"Ti I", 4821.272, 1
"Ti I", 4825.439, 1
"Ti I", 4826.044, 1
"Ti I", 4827.572, 1
"Ti I", 4832.068, 1
"Ti I", 4836.122, 1
"Ti I", 4837.396, 1
"Ti I", 4839.252, 1
"Ti I", 4840.873, 1
"Ti I", 4842.599, 1
"Ti I", 4844.855, 1
"Ti I", 4846.828, 1
"Ti I", 4848.477, 1
"Ti I", 4851.358, 1
"Ti I", 4854.737, 1
"Ti I", 4856.01, 1
"Ti I", 4864.175, 1
"Ti I", 4868.26, 1
"Ti I", 4870.127, 1
"Ti I", 4880.285, 1
"Ti I", 4880.907, 1
"Ti I", 4882.325, 1
"Ti I", 4885.081, 1
"Ti I", 4889.825, 1
"Ti I", 4891.854, 1
"Ti I", 4893.052, 1
"Ti I", 4893.409, 1
"Ti I", 4893.891, 1
"Ti I", 4899.909, 1
"Ti I", 4900.584, 1
"Ti I", 4903.737, 1
"Ti I", 4908.449, 1
"Ti I", 4909.098, 1
"Ti I", 4913.615, 1
"Ti I", 4915.23, 1
"Ti I", 4919.861, 1
"Ti I", 4921.765, 1
"Ti I", 4925.4, 1
"Ti I", 4926.151, 1
"Ti I", 4928.336, 1
"Ti I", 4928.895, 1
"Ti I", 4937.727, 1
"Ti I", 4938.291, 1
"Ti I", 4940.969, 1
"Ti I", 4941.306, 1
"Ti I", 4941.569, 1
"Ti I", 4943.067, 1
"Ti I", 4947.971, 1
"Ti I", 4948.189, 1
"Ti I", 4958.277, 1
"Ti I", 4964.716, 1
"Ti I", 4967.299, 1
"Ti I", 4968.568, 1
"Ti I", 4975.342, 1
"Ti I", 4977.728, 1
"Ti I", 4978.187, 1
"Ti I", 4979.257, 1
"Ti I", 4981.731, 1
"Ti I", 4989.134, 1
"Ti I", 4991.067, 1
"Ti I", 4993.737, 1
"Ti I", 4995.065, 1
"Ti I", 4997.093, 1
"Ti I", 4997.726, 1
"Ti I", 4999.501, 1
"Ti I", 5000.988, 1
"Ti I", 5007.206, 1
"Ti I", 5009.645, 1
"Ti I", 5013.282, 1
"Ti I", 5014.186, 1
"Ti I", 5014.275, 1
"Ti I", 5016.161, 1
"Ti I", 5020.024, 1
"Ti I", 5022.866, 1
"Ti I", 5023.333, 1
"Ti I", 5024.843, 1
"Ti I", 5025.569, 1
"Ti I", 5031.283, 1
"Ti I", 5034.768, 1
"Ti I", 5035.903, 1
"Ti I", 5036.464, 1
"Ti I", 5038.397, 1
"Ti I", 5039.956, 1
"Ti I", 5040.611, 1
"Ti I", 5043.582, 1
"Ti I", 5045.415, 1
"Ti I", 5052.87, 1
"Ti I", 5054.075, 1
"Ti I", 5062.101, 1
"Ti I", 5064.056, 1
"Ti I", 5064.652, 1
"Ti I", 5065.988, 1
"Ti I", 5068.324, 1
"Ti I", 5069.354, 1
"Ti I", 5071.115, 1
"Ti I", 5071.467, 1
"Ti I", 5085.333, 1
"Ti I", 5087.061, 1
"Ti I", 5098.372, 1
"Ti I", 5103.125, 1
"Ti I", 5109.431, 1
"Ti I", 5112.111, 1
"Ti I", 5113.439, 1
"Ti I", 5120.415, 1
"Ti I", 5124.072, 1
"Ti I", 5132.93, 1
"Ti I", 5145.46, 1
"Ti I", 5147.477, 1
"Ti I", 5152.184, 1
"Ti I", 5170.521, 1
"Ti I", 5173.741, 1
"Ti I", 5178.649, 1
"Ti I", 5186.328, 1
"Ti I", 5189.579, 1
"Ti I", 5192.969, 1
"Ti I", 5193.875, 1
"Ti I", 5194.034, 1
"Ti I", 5201.081, 1
"Ti I", 5203.117, 1
"Ti I", 5207.849, 1
"Ti I", 5210.384, 1
"Ti I", 5211.215, 1
"Ti I", 5212.28, 1
"Ti I", 5212.993, 1
"Ti I", 5219.699, 1
"Ti I", 5222.674, 1
"Ti I", 5223.621, 1
"Ti I", 5224.134, 1
"Ti I", 5224.305, 1
"Ti I", 5224.544, 1
"Ti I", 5224.933, 1
"Ti I", 5230.972, 1
"Ti I", 5233.808, 1
"Ti I", 5237.537, 1
"Ti I", 5238.574, 1
"Ti I", 5239.938, 1
"Ti I", 5246.126, 1
"Ti I", 5246.35, 1
"Ti I", 5246.546, 1
"Ti I", 5246.644, 1
"Ti I", 5247.288, 1
"Ti I", 5248.386, 1
"Ti I", 5250.924, 1
"Ti I", 5251.478, 1
"Ti I", 5252.099, 1
"Ti I", 5252.378, 1
"Ti I", 5253.666, 1
"Ti I", 5254.03, 1
"Ti I", 5254.495, 1
"Ti I", 5255.807, 1
"Ti I", 5256.696, 1
"Ti I", 5259.974, 1
"Ti I", 5263.482, 1
"Ti I", 5265.963, 1
"Ti I", 5267.109, 1
"Ti I", 5269.879, 1
"Ti I", 5271.609, 1
"Ti I", 5278.768, 1
"Ti I", 5282.375, 1
"Ti I", 5283.438, 1
"Ti I", 5284.374, 1
"Ti I", 5288.794, 1
"Ti I", 5289.267, 1
"Ti I", 5290.471, 1
"Ti I", 5295.774, 1
"Ti I", 5297.233, 1
"Ti I", 5298.418, 1
"Ti I", 5300.011, 1
"Ti I", 5313.236, 1
"Ti I", 5323.925, 1
"Ti I", 5331.078, 1
"Ti I", 5338.306, 1
"Ti I", 5340.663, 1
"Ti I", 5341.488, 1
"Ti I", 5344.395, 1
"Ti I", 5351.068, 1
"Ti I", 5361.712, 1
"Ti I", 5366.637, 1
"Ti I", 5373.15, 1
"Ti I", 5374.81, 1
"Ti I", 5376.6, 1
"Ti I", 5382.91, 1
"Ti I", 5384.629, 1
"Ti I", 5389.164, 1
"Ti I", 5389.988, 1
"Ti I", 5391.058, 1
"Ti I", 5394.159, 1
"Ti I", 5396.596, 1
"Ti I", 5401.38, 1
"Ti I", 5406.185, 1
"Ti I", 5408.94, 1
"Ti I", 5409.606, 1
"Ti I", 5419.188, 1
"Ti I", 5426.248, 1
"Ti I", 5429.14, 1
"Ti I", 5432.333, 1
"Ti I", 5436.716, 1
"Ti I", 5438.306, 1
"Ti I", 5439.031, 1
"Ti I", 5440.509, 1
"Ti I", 5446.62, 1
"Ti I", 5447.912, 1
"Ti I", 5448.375, 1
"Ti I", 5448.912, 1
"Ti I", 5449.151, 1
"Ti I", 5451.935, 1
"Ti I", 5453.639, 1
"Ti I", 5455.958, 1
"Ti I", 5456.896, 1
"Ti I", 5459.679, 1
"Ti I", 5460.499, 1
"Ti I", 5465.771, 1
"Ti I", 5466.006, 1
"Ti I", 5470.455, 1
"Ti I", 5471.197, 1
"Ti I", 5472.687, 1
"Ti I", 5473.544, 1
"Ti I", 5474.223, 1
"Ti I", 5474.451, 1
"Ti I", 5477.694, 1
"Ti I", 5480.178, 1
"Ti I", 5481.409, 1
"Ti I", 5481.859, 1
"Ti I", 5486.088, 1
"Ti I", 5488.193, 1
"Ti I", 5490.148, 1
"Ti I", 5490.849, 1
"Ti I", 5491.656, 1
"Ti I", 5497.942, 1
"Ti I", 5503.898, 1
"Ti I", 5511.779, 1
"Ti I", 5512.524, 1
"Ti I", 5514.344, 1
"Ti I", 5514.532, 1
"Ti I", 5518.058, 1
"Ti I", 5527.595, 1
"Ti I", 5530.436, 1
"Ti I", 5565.473, 1
"Ti I", 5580.262, 1
"Ti I", 5585.675, 1
"Ti I", 5600.785, 1
"Ti I", 5618.345, 1
"Ti I", 5630.371, 1
"Ti I", 5644.133, 1
"Ti I", 5648.562, 1
"Ti I", 5659.095, 1
"Ti I", 5662.148, 1
"Ti I", 5662.881, 1
"Ti I", 5667.592, 1
"Ti I", 5673.047, 1
"Ti I", 5673.418, 1
"Ti I", 5675.409, 1
"Ti I", 5679.914, 1
"Ti I", 5689.458, 1
"Ti I", 5702.005, 1
"Ti I", 5702.659, 1
"Ti I", 5708.198, 1
"Ti I", 5709.904, 1
"Ti I", 5713.88, 1
"Ti I", 5715.114, 1
"Ti I", 5716.442, 1
"Ti I", 5720.435, 1
"Ti I", 5734.31, 1
"Ti I", 5739.049, 1
"Ti I", 5739.468, 1
"Ti I", 5739.977, 1
"Ti I", 5741.197, 1
"Ti I", 5744.461, 1
"Ti I", 5745.064, 1
"Ti I", 5751.749, 1
"Ti I", 5752.852, 1
"Ti I", 5756.417, 1
"Ti I", 5762.284, 1
"Ti I", 5763.547, 1
"Ti I", 5766.327, 1
"Ti I", 5768.322, 1
"Ti I", 5771.333, 1
"Ti I", 5774.026, 1
"Ti I", 5774.476, 1
"Ti I", 5774.663, 1
"Ti I", 5780.76, 1
"Ti I", 5785.977, 1
"Ti I", 5789.749, 1
"Ti I", 5791.274, 1
"Ti I", 5797.43, 1
"Ti I", 5804.263, 1
"Ti I", 5808.198, 1
"Ti I", 5809.788, 1
"Ti I", 5812.82, 1
"Ti I", 5813.945, 1
"Ti I", 5823.687, 1
"Ti I", 5831.936, 1
"Ti I", 5832.473, 1
"Ti I", 5834.522, 1
"Ti I", 5837.996, 1
"Ti I", 5839.514, 1
"Ti I", 5841.173, 1
"Ti I", 5852.324, 1
"Ti I", 5855.873, 1
"Ti I", 5865.244, 1
"Ti I", 5866.449, 1
"Ti I", 5869.195, 1
"Ti I", 5877.657, 1
"Ti I", 5880.268, 1
"Ti I", 5888.573, 1
"Ti I", 5894.091, 1
"Ti I", 5899.291, 1
"Ti I", 5903.314, 1
"Ti I", 5904.334, 1
"Ti I", 5906.295, 1
"Ti I", 5913.724, 1
"Ti I", 5918.534, 1
"Ti I", 5919.07, 1
"Ti I", 5922.108, 1
"Ti I", 5937.807, 1
"Ti I", 5940.646, 1
"Ti I", 5941.75, 1
"Ti I", 5944.658, 1
"Ti I", 5953.158, 1
"Ti I", 5957.361, 1
"Ti I", 5958.746, 1
"Ti I", 5964.802, 1
"Ti I", 5965.825, 1
"Ti I", 5969.138, 1
"Ti I", 5971.174, 1
"Ti I", 5978.539, 1
"Ti I", 5979.657, 1
"Ti I", 5980.822, 1
"Ti I", 5982.53, 1
"Ti I", 5984.576, 1
"Ti I", 5988.551, 1
"Ti I", 5990.526, 1
"Ti I", 5995.662, 1
"Ti I", 5995.996, 1
"Ti I", 5999.008, 1
"Ti I", 5999.657, 1
"Ti I", 6002.63, 1
"Ti I", 6012.73, 1
"Ti I", 6014.77, 1
"Ti I", 6016.99, 1
"Ti I", 6017.55, 1
"Ti I", 6018.39, 1
"Ti I", 6018.64, 1
"Ti I", 6031.67, 1
"Ti I", 6048.72, 1
"Ti I", 6057.07, 1
"Ti I", 6058.73, 1
"Ti I", 6064.62, 1
"Ti I", 6069.27, 1
"Ti I", 6085.22, 1
"Ti I", 6089.56, 1
"Ti I", 6091.17, 1
"Ti I", 6092.79, 1
"Ti I", 6098.66, 1
"Ti I", 6121.0, 1
"Ti I", 6126.21, 1
"Ti I", 6132.78, 1
"Ti I", 6138.42, 1
"Ti I", 6145.63, 1
"Ti I", 6146.21, 1
"Ti I", 6149.72, 1
"Ti I", 6157.34, 1
"Ti I", 6174.75, 1
"Ti I", 6186.14, 1
"Ti I", 6193.39, 1
"Ti I", 6194.05, 1
"Ti I", 6205.22, 1
"Ti I", 6209.29, 1
"Ti I", 6212.21, 1
"Ti I", 6215.23, 1
"Ti I", 6220.47, 1
"Ti I", 6221.3, 1
"Ti I", 6257.8, 1
"Ti I", 6258.1, 1
"Ti I", 6258.71, 1
"Ti I", 6261.1, 1
"Ti I", 6264.81, 1
"Ti I", 6266.01, 1
"Ti I", 6268.52, 1
"Ti I", 6273.39, 1
"Ti I", 6277.49, 1
"Ti I", 6296.64, 1
"Ti I", 6298.07, 1
"Ti I", 6303.75, 1
"Ti I", 6311.28, 1
"Ti I", 6312.23, 1
"Ti I", 6325.16, 1
"Ti I", 6336.1, 1
"Ti I", 6359.89, 1
"Ti I", 6364.85, 1
"Ti I", 6366.34, 1
"Ti I", 6371.49, 1
"Ti I", 6381.22, 1
"Ti I", 6395.47, 1
"Ti I", 6413.1, 1
"Ti I", 6419.09, 1
"Ti I", 6497.68, 1
"Ti I", 6508.12, 1
"Ti I", 6536.42, 1
"Ti I", 6543.04, 1
"Ti I", 6544.75, 1
"Ti I", 6548.32, 1
"Ti I", 6554.22, 1
"Ti I", 6554.83, 1
"Ti I", 6556.06, 1
"Ti I", 6565.5, 1
"Ti I", 6572.26, 1
"Ti I", 6585.25, 1
"Ti I", 6599.1, 1
"Ti I", 6601.45, 1
"Ti I", 6622.62, 1
"Ti I", 6622.87, 1
"Ti I", 6628.38, 1
"Ti I", 6628.85, 1
"Ti I", 6634.55, 1
"Ti I", 6636.35, 1
"Ti I", 6641.34, 1
"Ti I", 6654.28, 1
"Ti I", 6665.85, 1
"Ti I", 6666.5, 1
"Ti I", 6666.69, 1
"Ti I", 6667.73, 1
"Ti I", 6668.38, 1
"Ti I", 6677.18, 1
"Ti I", 6678.57, 1
"Ti I", 6689.26, 1
"Ti I", 6706.28, 1
"Ti I", 6716.67, 1
"Ti I", 6743.12, 1
"Ti I", 6745.55, 1
"Ti I", 6746.33, 1
"Ti I", 6748.38, 1
"Ti I", 6763.96, 1
"Ti I", 6776.22, 1
"Ti I", 6849.31, 1
"Ti I", 6861.45, 1
"Ti I", 6905.62, 1
"Ti I", 6933.14, 1
"Ti I", 6935.88, 1
"Ti I", 6943.69, 1
"Ti I", 6983.12, 1
"Ti I", 6990.23, 1
"Ti I", 6996.64, 1
"Ti I", 7008.37, 1
"Ti I", 7011.0, 1
"Ti I", 7033.31, 1
"Ti I", 7035.8, 1
"Ti I", 7038.81, 1
"Ti I", 7039.26, 1
"Ti I", 7050.69, 1
"Ti I", 7065.21, 1
"Ti I", 7069.07, 1
"Ti I", 7109.08, 1
"Ti I", 7110.33, 1
"Ti I", 7113.5, 1
"Ti I", 7130.3, 1
"Ti I", 7138.07, 1
"Ti I", 7138.9, 1
"Ti I", 7160.34, 1
"Ti I", 7188.56, 1
"Ti I", 7189.88, 1
"Ti I", 7209.43, 1
"Ti I", 7213.35, 1
"Ti I", 7216.18, 1
"Ti I", 7233.3, 1
"Ti I", 7236.79, 1
"Ti I", 7243.12, 1
"Ti I", 7244.85, 1
"Ti I", 7251.71, 1
"Ti I", 7266.25, 1
"Ti I", 7271.51, 1
"Ti I", 7273.7, 1
"Ti I", 7281.26, 1
"Ti I", 7305.99, 1
"Ti I", 7315.51, 1
"Ti I", 7316.37, 1
"Ti I", 7318.38, 1
"Ti I", 7330.99, 1
"Ti I", 7332.26, 1
"Ti I", 7337.73, 1
"Ti I", 7344.7, 1
"Ti I", 7352.12, 1
"Ti I", 7357.73, 1
"Ti I", 7364.1, 1
"Ti I", 7366.56, 1
"Ti I", 7391.51, 1
"Ti I", 7397.49, 1
"Ti I", 7402.67, 1
"Ti I", 7412.25, 1
"Ti I", 7413.01, 1
"Ti I", 7416.99, 1
"Ti I", 7423.19, 1
"Ti I", 7424.59, 1
"Ti I", 7431.64, 1
"Ti I", 7432.67, 1
"Ti I", 7440.58, 1
"Ti I", 7456.58, 1
"Ti I", 7469.94, 1
"Ti I", 7489.58, 1
"Ti I", 7491.36, 1
"Ti I", 7496.1, 1
"Ti I", 7580.27, 1
"Ti I", 7618.33, 1
"Ti I", 7663.44, 1
"Ti I", 7725.5, 1
"Ti I", 7738.95, 1
"Ti I", 7767.44, 1
"Ti I", 7790.32, 1
"Ti I", 7791.35, 1
"Ti I", 7834.5, 1
"Ti I", 7834.67, 1
"Ti I", 7840.56, 1
"Ti I", 7842.16, 1
"Ti I", 7852.68, 1
"Ti I", 7857.32, 1
"Ti I", 7885.0, 1
"Ti I", 7899.83, 1
"Ti I", 7902.99, 1
"Ti I", 7906.04, 1
"Ti I", 7922.02, 1
"Ti I", 7926.32, 1
"Ti I", 7949.15, 1
"Ti I", 7961.53, 1
"Ti I", 7976.19, 1
"Ti I", 7978.82, 1
"Ti I", 7978.95, 1
"Ti I", 7996.43, 1
"Ti I", 8024.84, 1
"Ti I", 8068.24, 1
"Ti I", 8098.34, 1
"Ti I", 8100.07, 1
"Ti I", 8307.42, 1
"Ti I", 8311.7, 1
"Ti I", 8334.39, 1
"Ti I", 8353.16, 1
"Ti I", 8363.58, 1
"Ti I", 8364.24, 1
"Ti I", 8377.86, 1
"Ti I", 8382.53, 1
"Ti I", 8382.78, 1
"Ti I", 8386.31, 1
