Species, Wavelength, Priority
"Ti I", 8389.49, 1
"Ti I", 8396.89, 1
"Ti I", 8412.36, 1
"Ti I", 8416.95, 1
"Ti I", 8417.53, 1
"Ti I", 8418.69, 1
"Ti I", 8423.09, 1
"Ti I", 8424.41, 1
"Ti I", 8426.5, 1
"Ti I", 8434.96, 1
"Ti I", 8435.65, 1
"Ti I", 8438.92, 1
"Ti I", 8442.97, 1
"Ti I", 8450.89, 1
"Ti I", 8457.1, 1
"Ti I", 8467.15, 1
"Ti I", 8483.16, 1
"Ti I", 8494.22, 1
"Ti I", 8494.45, 1
"Ti I", 8496.01, 1
"Ti I", 8518.03, 1
"Ti I", 8518.35, 1
"Ti I", 8531.38, 1
"Ti I", 8539.35, 1
"Ti I", 8548.09, 1
"Ti I", 8550.54, 1
"Ti I", 8565.49, 1
"Ti I", 8569.74, 1
"Ti I", 8578.43, 1
"Ti I", 8595.64, 1
"Ti I", 8598.17, 1
"Ti I", 8600.98, 1
"Ti I", 8612.91, 1
"Ti I", 8618.09, 1
"Ti I", 8618.43, 1
"Ti I", 8623.43, 1
"Ti I", 8675.37, 1
"Ti I", 8682.98, 1
"Ti I", 8684.23, 1
"Ti I", 8692.33, 1
"Ti I", 8719.58, 1
"Ti I", 8725.8, 1
"Ti I", 8734.71, 1
"Ti I", 8761.48, 1
"Ti I", 8766.68, 1
"Ti I", 8778.69, 1
"Ti I", 8819.42, 1
"Ti I", 8821.15, 1
"Ti I", 8985.78, 1
"Ti I", 8989.45, 1
"Ti I", 9023.63, 1
"Ti I", 9027.01, 1
"Ti I", 9027.32, 1
"Ti I", 9086.95, 1
"Ti I", 9087.68, 1
"Ti I", 9090.69, 1
"Ti I", 9123.2, 1
"Ti I", 9246.11, 1
"Ti I", 9257.49, 1
"Nb II", 3740.722, 1
"Sc I", 3911.815, 1
"Sc I", 3996.597, 1
"Sc I", 4020.392, 1
"Sc I", 4023.677, 1
"Sc I", 4047.795, 1
"Sc I", 4054.544, 1
"Sc I", 4720.817, 1
"Sc I", 4728.773, 1
"Sc I", 4741.031, 1
"Sc I", 4743.83, 1
"Sc I", 4753.152, 1
"Sc I", 4779.348, 1
"Sc I", 4922.828, 1
"Sc I", 4954.073, 1
"Sc I", 5064.3, 1
"Sc I", 5081.577, 1
"Sc I", 5083.731, 1
"Sc I", 5096.716, 1
"Sc I", 5355.771, 1
"Sc I", 5356.091, 1
"Sc I", 5392.078, 1
"Sc I", 5446.196, 1
"Sc I", 5481.991, 1
"Sc I", 5484.625, 1
"Sc I", 5514.215, 1
"Sc I", 5520.498, 1
"Sc I", 5591.364, 1
"Sc I", 5671.821, 1
"Sc I", 5686.846, 1
"Sc I", 5708.636, 1
"Sc I", 5711.777, 1
"Sc I", 5717.307, 1
"Sc I", 5724.106, 1
"Sc I", 6193.67, 1
"Sc I", 6210.66, 1
"Sc I", 6239.41, 1
"Sc I", 6239.76, 1
"Sc I", 6258.94, 1
"Sc I", 6276.3, 1
"Sc I", 6305.66, 1
"Sc I", 6306.02, 1
"Sc I", 6344.8, 1
"Sc I", 6378.81, 1
"Sc I", 6413.34, 1
"Sc I", 6448.07, 1
"Sr II", 4077.715, 1
"Sr II", 4161.795, 1
"Sr II", 4215.524, 1
"Sr II", 4305.447, 1
"Ba II", 3891.781, 1
"Ba II", 4130.648, 1
"Ba II", 4166.002, 1
"Ba II", 4524.929, 1
"Ba II", 4554.034, 1
"Ba II", 4899.935, 1
"Ba II", 4934.086, 1
"Ba II", 5853.675, 1
"Ba II", 6141.72, 1
"Ba II", 6496.9, 1
"Ba II", 8737.74, 1
"Ce II", 3728.017, 1
"Ce II", 3728.414, 1
"Ce II", 3751.441, 1
"Ce II", 3765.044, 1
"Ce II", 3800.323, 1
"Ce II", 3801.52, 1
"Ce II", 3803.086, 1
"Ce II", 3812.204, 1
"Ce II", 3854.254, 1
"Ce II", 3876.974, 1
"Ce II", 3898.267, 1
"Ce II", 3908.4, 1
"Ce II", 3908.531, 1
"Ce II", 3909.309, 1
"Ce II", 3912.426, 1
"Ce II", 3924.647, 1
"Ce II", 3940.326, 1
"Ce II", 3942.156, 1
"Ce II", 3942.745, 1
"Ce II", 3949.406, 1
"Ce II", 3967.044, 1
"Ce II", 3980.89, 1
"Ce II", 3982.897, 1
"Ce II", 3984.671, 1
"Ce II", 3989.44, 1
"Ce II", 3992.381, 1
"Ce II", 3993.818, 1
"Ce II", 3999.237, 1
"Ce II", 4012.387, 1
"Ce II", 4014.899, 1
"Ce II", 4015.877, 1
"Ce II", 4024.35, 1
"Ce II", 4024.487, 1
"Ce II", 4031.332, 1
"Ce II", 4040.751, 1
"Ce II", 4042.579, 1
"Ce II", 4046.337, 1
"Ce II", 4053.5, 1
"Ce II", 4062.219, 1
"Ce II", 4062.938, 1
"Ce II", 4068.835, 1
"Ce II", 4072.916, 1
"Ce II", 4073.476, 1
"Ce II", 4075.698, 1
"Ce II", 4075.844, 1
"Ce II", 4081.219, 1
"Ce II", 4083.219, 1
"Ce II", 4087.36, 1
"Ce II", 4088.849, 1
"Ce II", 4093.956, 1
"Ce II", 4110.376, 1
"Ce II", 4115.37, 1
"Ce II", 4117.288, 1
"Ce II", 4118.142, 1
"Ce II", 4119.007, 1
"Ce II", 4119.779, 1
"Ce II", 4119.881, 1
"Ce II", 4120.829, 1
"Ce II", 4123.873, 1
"Ce II", 4127.37, 1
"Ce II", 4130.709, 1
"Ce II", 4133.803, 1
"Ce II", 4135.424, 1
"Ce II", 4137.649, 1
"Ce II", 4138.101, 1
"Ce II", 4138.358, 1
"Ce II", 4142.396, 1
"Ce II", 4144.493, 1
"Ce II", 4144.997, 1
"Ce II", 4146.234, 1
"Ce II", 4148.899, 1
"Ce II", 4149.895, 1
"Ce II", 4149.972, 1
"Ce II", 4159.028, 1
"Ce II", 4165.6, 1
"Ce II", 4166.881, 1
"Ce II", 4181.078, 1
"Ce II", 4186.597, 1
"Ce II", 4187.321, 1
"Ce II", 4193.103, 1
"Ce II", 4193.28, 1
"Ce II", 4196.33, 1
"Ce II", 4201.235, 1
"Ce II", 4202.941, 1
"Ce II", 4214.038, 1
"Ce II", 4221.171, 1
"Ce II", 4222.599, 1
"Ce II", 4234.211, 1
"Ce II", 4253.367, 1
"Ce II", 4257.122, 1
"Ce II", 4270.714, 1
"Ce II", 4310.699, 1
"Ce II", 4330.438, 1
"Ce II", 4336.257, 1
"Ce II", 4337.774, 1
"Ce II", 4349.787, 1
"Ce II", 4361.662, 1
"Ce II", 4364.649, 1
"Ce II", 4382.164, 1
"Ce II", 4391.66, 1
"Ce II", 4399.199, 1
"Ce II", 4407.274, 1
"Ce II", 4410.758, 1
"Ce II", 4418.777, 1
"Ce II", 4429.266, 1
"Ce II", 4444.388, 1
"Ce II", 4444.696, 1
"Ce II", 4449.322, 1
"Ce II", 4450.3, 1
"Ce II", 4460.204, 1
"Ce II", 4479.358, 1
"Ce II", 4483.891, 1
"Ce II", 4486.904, 1
"Ce II", 4495.387, 1
"Ce II", 4497.848, 1
"Ce II", 4523.076, 1
"Ce II", 4539.744, 1
"Ce II", 4544.955, 1
"Ce II", 4560.283, 1
"Ce II", 4560.959, 1
"Ce II", 4562.358, 1
"Ce II", 4565.842, 1
"Ce II", 4572.282, 1
"Ce II", 4582.5, 1
"Ce II", 4593.923, 1
"Ce II", 4606.399, 1
"Ce II", 4624.895, 1
"Ce II", 4628.158, 1
"Ce II", 4773.943, 1
"Ce II", 4882.458, 1
"Ce II", 4943.441, 1
"Ce II", 5011.76, 1
"Ce II", 5075.354, 1
"Ce II", 5117.167, 1
"Ce II", 5187.46, 1
"Ce II", 5252.668, 1
"Ce II", 5274.229, 1
"Ce II", 5330.546, 1
"Ce II", 5393.393, 1
"Ce II", 5468.372, 1
"Ce II", 5472.29, 1
"Ce II", 5512.048, 1
"Ce II", 5518.491, 1
"Ce II", 5610.249, 1
"Ce II", 5668.917, 1
"Ce II", 5768.887, 1
"Ce II", 5975.823, 1
"Ce II", 6043.38, 1
"Ce II", 6272.02, 1
"Ce II", 7857.54, 1
"Ce II", 8025.57, 1
"Ce II", 8250.65, 1
"Ce II", 8716.66, 1
"Ce II", 8749.18, 1
"Ce II", 8772.14, 1
"Ce II", 8891.2, 1
"O I", 5577.339, 1
"O I", 6156.77, 1
"O I", 6300.3, 1
"O I", 6363.78, 1
"O I", 7771.94, 1
"O I", 7774.17, 1
"O I", 7775.39, 1
"O I", 8446.36, 1
"O I", 8446.76, 1
"Mg II", 4481.13, 1
"Mg II", 4481.327, 1
"Mg II", 7877.05, 1
"Mg II", 7896.37, 1
"Mg II", 8234.64, 1
"Mg II", 9218.25, 1
"Sr I", 4607.331, 1
"Sr I", 4741.922, 1
"Sr I", 4811.88, 1
"Sr I", 4832.076, 1
"Sr I", 4872.494, 1
"Sr I", 4962.264, 1
"Sr I", 6550.24, 1
"Sr I", 6791.02, 1
"Sr I", 6878.31, 1
"Sr I", 7070.07, 1
"Sc II", 3833.08, 1
"Sc II", 3843.049, 1
"Sc II", 4008.432, 1
"Sc II", 4008.604, 1
"Sc II", 4014.475, 1
"Sc II", 4246.82, 1
"Sc II", 4294.764, 1
"Sc II", 4305.71, 1
"Sc II", 4314.081, 1
"Sc II", 4320.745, 1
"Sc II", 4324.998, 1
"Sc II", 4354.602, 1
"Sc II", 4374.463, 1
"Sc II", 4384.808, 1
"Sc II", 4400.386, 1
"Sc II", 4415.545, 1
"Sc II", 4420.661, 1
"Sc II", 4431.362, 1
"Sc II", 4670.407, 1
"Sc II", 4698.285, 1
"Sc II", 4815.61, 1
"Sc II", 5031.011, 1
"Sc II", 5239.811, 1
"Sc II", 5318.374, 1
"Sc II", 5334.241, 1
"Sc II", 5357.203, 1
"Sc II", 5422.339, 1
"Sc II", 5526.781, 1
"Sc II", 5552.236, 1
"Sc II", 5640.999, 1
"Sc II", 5657.906, 1
"Sc II", 5658.36, 1
"Sc II", 5667.166, 1
"Sc II", 5669.055, 1
"Sc II", 5684.214, 1
"Sc II", 6245.64, 1
"Sc II", 6279.75, 1
"Sc II", 6300.7, 1
"Sc II", 6309.92, 1
"Sc II", 6320.84, 1
"Sc II", 6604.6, 1
"Zr I", 3780.538, 1
"Zr I", 3822.406, 1
"Zr I", 3835.964, 1
"Zr I", 3890.318, 1
"Zr I", 3891.387, 1
"Zr I", 3921.796, 1
"Zr I", 3929.53, 1
"Zr I", 4004.398, 1
"Zr I", 4007.601, 1
"Zr I", 4024.917, 1
"Zr I", 4027.205, 1
"Zr I", 4028.952, 1
"Zr I", 4030.038, 1
"Zr I", 4043.576, 1
"Zr I", 4050.483, 1
"Zr I", 4061.529, 1
"Zr I", 4072.704, 1
"Zr I", 4081.215, 1
"Zr I", 4089.744, 1
"Zr I", 4094.266, 1
"Zr I", 4201.458, 1
"Zr I", 4227.758, 1
"Zr I", 4241.203, 1
"Zr I", 4241.687, 1
"Zr I", 4413.041, 1
"Zr I", 4507.119, 1
"Zr I", 4539.977, 1
"Zr I", 4553.011, 1
"Zr I", 4575.515, 1
"Zr I", 4590.548, 1
"Zr I", 4602.573, 1
"Zr I", 4604.42, 1
"Zr I", 4633.984, 1
"Zr I", 4687.802, 1
"Zr I", 4688.448, 1
"Zr I", 4710.074, 1
"Zr I", 4732.33, 1
"Zr I", 4739.478, 1
"Zr I", 4772.315, 1
"Zr I", 4784.92, 1
"Zr I", 4789.11, 1
"Zr I", 4805.871, 1
"Zr I", 4809.468, 1
"Zr I", 4815.044, 1
"Zr I", 4815.615, 1
"Zr I", 4824.287, 1
"Zr I", 4828.045, 1
"Zr I", 4866.06, 1
"Zr I", 5046.584, 1
"Zr I", 5078.254, 1
"Zr I", 5155.449, 1
"Zr I", 5277.41, 1
"Zr I", 5311.403, 1
"Zr I", 5362.556, 1
"Zr I", 5385.136, 1
"Zr I", 5623.526, 1
"Zr I", 5664.51, 1
"Zr I", 5680.897, 1
"Zr I", 5797.74, 1
"Zr I", 5879.796, 1
"Zr I", 5885.619, 1
"Zr I", 5925.131, 1
"Zr I", 5935.202, 1
"Zr I", 5955.354, 1
"Zr I", 6032.61, 1
"Zr I", 6121.93, 1
"Zr I", 6124.85, 1
"Zr I", 6127.44, 1
"Zr I", 6134.55, 1
"Zr I", 6140.46, 1
"Zr I", 6143.2, 1
"Zr I", 6160.2, 1
"Zr I", 6192.96, 1
"Zr I", 6213.05, 1
"Zr I", 6313.02, 1
"Zr I", 6345.22, 1
"Zr I", 6445.75, 1
"Zr I", 6470.21, 1
"Zr I", 6489.64, 1
"Zr I", 6506.36, 1
"Zr I", 6603.27, 1
"Zr I", 6762.38, 1
"Zr I", 6769.16, 1
"Zr I", 6832.87, 1
"Zr I", 6888.28, 1
"Zr I", 6953.83, 1
"Zr I", 6990.83, 1
"Zr I", 7087.28, 1
"Zr I", 7097.77, 1
"Zr I", 7102.95, 1
"Zr I", 7103.75, 1
"Zr I", 7111.68, 1
"Zr I", 7169.1, 1
"Zr I", 7417.9, 1
"Zr I", 7439.87, 1
"Zr I", 7819.33, 1
"Zr I", 7849.35, 1
"Zr I", 7869.99, 1
"Zr I", 7944.6, 1
"Zr I", 7959.97, 1
"Zr I", 8058.07, 1
"Zr I", 8063.08, 1
"Zr I", 8070.11, 1
"Zr I", 8133.0, 1
"Zr I", 8212.51, 1
"Zr I", 8283.83, 1
"Zr I", 8305.92, 1
"Zr I", 8464.64, 1
"Zr I", 9015.16, 1
"Zr I", 9069.37, 1
"Mn I", 3756.639, 1
"Mn I", 3763.367, 1
"Mn I", 3773.855, 1
"Mn I", 3800.548, 1
"Mn I", 3806.711, 1
"Mn I", 3809.589, 1
"Mn I", 3816.742, 1
"Mn I", 3823.504, 1
"Mn I", 3823.887, 1
"Mn I", 3829.675, 1
"Mn I", 3833.861, 1
"Mn I", 3839.774, 1
"Mn I", 3843.984, 1
"Mn I", 3896.228, 1
"Mn I", 3896.336, 1
"Mn I", 3904.325, 1
"Mn I", 3921.762, 1
"Mn I", 3922.062, 1
"Mn I", 3922.677, 1
"Mn I", 3924.072, 1
"Mn I", 3926.472, 1
"Mn I", 3982.579, 1
"Mn I", 3985.231, 1
"Mn I", 3987.088, 1
"Mn I", 3987.451, 1
"Mn I", 4018.102, 1
"Mn I", 4026.433, 1
"Mn I", 4028.591, 1
"Mn I", 4030.751, 1
"Mn I", 4031.787, 1
"Mn I", 4033.064, 1
"Mn I", 4034.482, 1
"Mn I", 4035.724, 1
"Mn I", 4041.353, 1
"Mn I", 4045.199, 1
"Mn I", 4048.742, 1
"Mn I", 4048.993, 1
"Mn I", 4052.471, 1
"Mn I", 4055.211, 1
"Mn I", 4055.544, 1
"Mn I", 4057.95, 1
"Mn I", 4058.933, 1
"Mn I", 4059.385, 1
"Mn I", 4061.732, 1
"Mn I", 4065.079, 1
"Mn I", 4070.276, 1
"Mn I", 4079.237, 1
"Mn I", 4079.425, 1
"Mn I", 4082.94, 1
"Mn I", 4083.629, 1
"Mn I", 4089.936, 1
"Mn I", 4095.247, 1
"Mn I", 4105.361, 1
"Mn I", 4110.89, 1
"Mn I", 4131.107, 1
"Mn I", 4135.03, 1
"Mn I", 4137.262, 1
"Mn I", 4141.06, 1
"Mn I", 4157.016, 1
"Mn I", 4176.604, 1
"Mn I", 4182.25, 1
"Mn I", 4189.987, 1
"Mn I", 4211.749, 1
"Mn I", 4235.149, 1
"Mn I", 4235.297, 1
"Mn I", 4239.733, 1
"Mn I", 4257.666, 1
"Mn I", 4265.923, 1
"Mn I", 4278.672, 1
"Mn I", 4281.097, 1
"Mn I", 4284.08, 1
"Mn I", 4312.55, 1
"Mn I", 4381.696, 1
"Mn I", 4388.087, 1
"Mn I", 4411.868, 1
"Mn I", 4414.882, 1
"Mn I", 4419.764, 1
"Mn I", 4436.355, 1
"Mn I", 4451.574, 1
"Mn I", 4453.01, 1
"Mn I", 4455.014, 1
"Mn I", 4455.315, 1
"Mn I", 4455.814, 1
"Mn I", 4457.036, 1
"Mn I", 4457.548, 1
"Mn I", 4458.258, 1
"Mn I", 4460.371, 1
"Mn I", 4461.074, 1
"Mn I", 4462.027, 1
"Mn I", 4464.676, 1
"Mn I", 4470.138, 1
"Mn I", 4472.79, 1
"Mn I", 4479.395, 1
"Mn I", 4490.075, 1
"Mn I", 4491.648, 1
"Mn I", 4498.895, 1
"Mn I", 4502.22, 1
"Mn I", 4503.864, 1
"Mn I", 4605.359, 1
"Mn I", 4626.541, 1
"Mn I", 4642.8, 1
"Mn I", 4671.683, 1
"Mn I", 4701.146, 1
"Mn I", 4709.706, 1
"Mn I", 4727.458, 1
"Mn I", 4739.105, 1
"Mn I", 4754.042, 1
"Mn I", 4761.523, 1
"Mn I", 4762.367, 1
"Mn I", 4765.859, 1
"Mn I", 4766.418, 1
"Mn I", 4783.428, 1
"Mn I", 4823.524, 1
"Mn I", 4826.887, 1
"Mn I", 4844.305, 1
"Mn I", 4854.606, 1
"Mn I", 4965.853, 1
"Mn I", 5004.887, 1
"Mn I", 5022.0, 1
"Mn I", 5029.776, 1
"Mn I", 5086.879, 1
"Mn I", 5117.932, 1
"Mn I", 5149.151, 1
"Mn I", 5150.934, 1
"Mn I", 5255.326, 1
"Mn I", 5260.769, 1
"Mn I", 5308.916, 1
"Mn I", 5341.063, 1
"Mn I", 5344.432, 1
"Mn I", 5348.075, 1
"Mn I", 5349.875, 1
"Mn I", 5364.484, 1
"Mn I", 5374.387, 1
"Mn I", 5375.306, 1
"Mn I", 5377.63, 1
"Mn I", 5388.524, 1
"Mn I", 5394.674, 1
"Mn I", 5399.502, 1
"Mn I", 5407.419, 1
"Mn I", 5413.691, 1
"Mn I", 5420.363, 1
"Mn I", 5432.534, 1
"Mn I", 5433.42, 1
"Mn I", 5457.464, 1
"Mn I", 5470.637, 1
"Mn I", 5516.775, 1
"Mn I", 5537.744, 1
"Mn I", 5551.977, 1
"Mn I", 5567.762, 1
"Mn I", 5573.682, 1
"Mn I", 5602.042, 1
"Mn I", 5780.168, 1
"Mn I", 5816.836, 1
"Mn I", 5848.946, 1
"Mn I", 6013.48, 1
"Mn I", 6014.38, 1
"Mn I", 6016.69, 1
"Mn I", 6021.78, 1
"Mn I", 6265.62, 1
"Mn I", 6349.79, 1
"Mn I", 6356.09, 1
"Mn I", 6378.97, 1
"Mn I", 6382.19, 1
"Mn I", 6391.24, 1
"Mn I", 6440.97, 1
"Mn I", 6443.51, 1
"Mn I", 6491.7, 1
"Mn I", 6519.38, 1
"Mn I", 6570.8, 1
"Mn I", 6931.16, 1
"Mn I", 6942.53, 1
"Mn I", 7283.8, 1
"Mn I", 7302.89, 1
"Mn I", 7326.5, 1
"Mn I", 7764.72, 1
"Mn I", 8701.06, 1
"Mn I", 8703.75, 1
"Mn I", 8737.33, 1
"Mn I", 8740.92, 1
"Zr II", 3731.264, 1
"Zr II", 3751.596, 1
"Zr II", 3766.82, 1
"Zr II", 3772.059, 1
"Zr II", 3796.485, 1
"Zr II", 3800.704, 1
"Zr II", 3836.764, 1
"Zr II", 3915.937, 1
"Zr II", 3958.217, 1
"Zr II", 3991.131, 1
"Zr II", 3998.968, 1
"Zr II", 4018.383, 1
"Zr II", 4024.438, 1
"Zr II", 4034.086, 1
"Zr II", 4040.236, 1
"Zr II", 4050.329, 1
"Zr II", 4071.085, 1
"Zr II", 4110.045, 1
"Zr II", 4149.203, 1
"Zr II", 4150.967, 1
"Zr II", 4156.236, 1
"Zr II", 4161.21, 1
"Zr II", 4179.809, 1
"Zr II", 4208.983, 1
"Zr II", 4211.875, 1
"Zr II", 4258.043, 1
"Zr II", 4264.906, 1
"Zr II", 4282.201, 1
"Zr II", 4317.314, 1
"Zr II", 4359.736, 1
"Zr II", 4379.777, 1
"Zr II", 4414.535, 1
"Zr II", 4442.998, 1
"Zr II", 4496.972, 1
"Zr II", 4881.242, 1
"Zr II", 5112.271, 1
"Zr II", 5311.767, 1
"Zr II", 5350.095, 1
"Zr II", 5350.355, 1
"Zr II", 6114.78, 1
"W I", 4008.754, 1
"W I", 4294.614, 1
"Na I", 4321.399, 1
"Na I", 4324.616, 1
"Na I", 4393.34, 1
"Na I", 4494.178, 1
"Na I", 4497.658, 1
"Na I", 4664.811, 1
"Na I", 4668.56, 1
"Na I", 4747.941, 1
"Na I", 4751.821, 1
"Na I", 4978.542, 1
"Na I", 4982.813, 1
"Na I", 5148.838, 1
"Na I", 5153.402, 1
"Na I", 5682.633, 1
"Na I", 5688.204, 1
"Na I", 5889.95, 1
"Na I", 5895.923, 1
"Na I", 6154.23, 1
"Na I", 6160.75, 1
"Na I", 8183.25, 1
"Na I", 8194.83, 1
"Ru I", 3726.925, 1
"Ru I", 3728.026, 1
"Ru I", 3742.287, 1
"Ru I", 3798.898, 1
"Ru I", 4080.601, 1
"Ru I", 4097.79, 1
"Ru I", 4107.838, 1
"Ru I", 4123.063, 1
"Ru I", 4144.163, 1
"Ru I", 4167.514, 1
"Ru I", 4199.902, 1
"Ru I", 4212.063, 1
"Ru I", 4342.068, 1
"Ru I", 4361.21, 1
"Ru I", 4372.209, 1
"Ru I", 4410.025, 1
"Ru I", 4460.035, 1
"Ru I", 4584.445, 1
"Ru I", 4709.484, 1
"Ru I", 4757.841, 1
"Ru I", 4822.567, 1
"Ru I", 4869.152, 1
"Ru I", 5057.332, 1
"Ru I", 5093.826, 1
"Ru I", 5309.268, 1
"Ru I", 5578.397, 1
"Ru I", 5699.046, 1
"Eu I", 4627.22, 1
"Ca II", 3933.663, 1
"Ca II", 3968.469, 1
"Ca II", 5001.479, 1
"Ca II", 6456.88, 1
"Ca II", 7291.47, 1
"Ca II", 7323.89, 1
"Ca II", 8201.72, 1
"Ca II", 8248.8, 1
"Ca II", 8498.02, 1
"Ca II", 8542.09, 1
"Ca II", 8662.14, 1
"Ca II", 8912.07, 1
"Ca II", 8927.36, 1
"Hf II", 3918.09, 1
"Hf II", 4080.441, 1
"Hf II", 4093.159, 1
"Rb I", 7800.27, 1
"Rb I", 7947.63, 1
"Co II", 4244.253, 1
"La II", 3790.823, 1
"La II", 3949.106, 1
"La II", 3988.518, 1
"La II", 3995.749, 1
"La II", 4042.91, 1
"La II", 4077.34, 1
"La II", 4086.714, 1
"La II", 4123.228, 1
"La II", 4238.38, 1
"La II", 4263.58, 1
"La II", 4322.503, 1
"La II", 4333.734, 1
"La II", 4429.904, 1
"La II", 4432.95, 1
"La II", 4522.366, 1
"La II", 4558.458, 1
"La II", 4559.295, 1
"La II", 4574.874, 1
"La II", 4605.782, 1
"La II", 4662.511, 1
"La II", 4716.443, 1
"La II", 4728.417, 1
"La II", 4743.085, 1
"La II", 4748.729, 1
"La II", 4804.042, 1
"La II", 4920.976, 1
"La II", 4921.795, 1
"La II", 4934.824, 1
"La II", 4986.834, 1
"La II", 5114.546, 1
"La II", 5122.991, 1
"La II", 5301.983, 1
"La II", 5302.607, 1
"La II", 5303.556, 1
"La II", 5377.075, 1
"La II", 5482.271, 1
"La II", 5769.074, 1
"La II", 5797.588, 1
"La II", 5805.784, 1
"La II", 5808.333, 1
"La II", 5863.708, 1
"La II", 5880.646, 1
"La II", 5936.217, 1
"La II", 6129.55, 1
"La II", 6172.73, 1
"La II", 6262.3, 1
"La II", 6390.48, 1
"La II", 6498.19, 1
"La II", 6526.98, 1
"La II", 6774.25, 1
"La II", 7066.19, 1
"La II", 7483.53, 1
"S I", 4589.26, 1
"S I", 4694.112, 1
"S I", 4695.442, 1
"S I", 4696.251, 1
"S I", 6046.04, 1
"S I", 6052.66, 1
"S I", 6538.6, 1
"S I", 6757.15, 1
"S I", 7680.55, 1
"S I", 7686.1, 1
"S I", 7725.05, 1
"S I", 8694.71, 1
"S I", 9212.86, 1
"S I", 9228.09, 1
"S I", 9237.54, 1
"Tm II", 3795.765, 1
"Tm II", 3848.021, 1
"Tm II", 5034.214, 1
"Y I", 4039.834, 1
"Y I", 4047.631, 1
"Y I", 4102.376, 1
"Y I", 4128.304, 1
"Y I", 4142.839, 1
"Y I", 4167.506, 1
"Y I", 4477.443, 1
"Y I", 4487.474, 1
"Y I", 4513.58, 1
"Y I", 4643.684, 1
"Y I", 4674.845, 1
"Y I", 4819.626, 1
"Y I", 5228.561, 1
"Y I", 5630.146, 1
"Y I", 6222.6, 1
"Y I", 6402.0, 1
"Y I", 6435.01, 1
"Ni II", 3769.455, 1
"H", 3970.078, 1
"H", 4101.743, 1
"H", 4340.471, 1
"H", 4861.32, 1
"H", 6562.8, 1
"V I", 3738.744, 1
"V I", 3755.702, 1
"V I", 3778.675, 1
"V I", 3790.325, 1
"V I", 3799.907, 1
"V I", 3803.475, 1
"V I", 3803.784, 1
"V I", 3803.903, 1
"V I", 3808.517, 1
"V I", 3813.484, 1
"V I", 3817.844, 1
"V I", 3818.239, 1
"V I", 3821.482, 1
"V I", 3822.003, 1
"V I", 3822.886, 1
"V I", 3823.209, 1
"V I", 3828.555, 1
"V I", 3828.836, 1
"V I", 3835.561, 1
"V I", 3840.75, 1
"V I", 3841.89, 1
"V I", 3844.434, 1
"V I", 3844.884, 1
"V I", 3847.326, 1
"V I", 3855.363, 1
"V I", 3855.845, 1
"V I", 3862.217, 1
"V I", 3863.86, 1
"V I", 3864.857, 1
"V I", 3867.602, 1
"V I", 3875.071, 1
"V I", 3875.898, 1
"V I", 3876.082, 1
"V I", 3890.178, 1
"V I", 3892.444, 1
"V I", 3892.858, 1
"V I", 3896.147, 1
"V I", 3897.075, 1
"V I", 3901.156, 1
"V I", 3902.25, 1
"V I", 3912.199, 1
"V I", 3921.905, 1
"V I", 3922.432, 1
"V I", 3975.341, 1
"V I", 3988.828, 1
"V I", 3990.57, 1
"V I", 3992.802, 1
"V I", 4050.956, 1
"V I", 4051.351, 1
"V I", 4057.063, 1
"V I", 4067.744, 1
"V I", 4071.535, 1
"V I", 4090.57, 1
"V I", 4092.684, 1
"V I", 4093.481, 1
"V I", 4095.477, 1
"V I", 4099.783, 1
"V I", 4102.151, 1
"V I", 4104.768, 1
"V I", 4105.156, 1
"V I", 4109.778, 1
"V I", 4111.781, 1
"V I", 4112.324, 1
"V I", 4113.505, 1
"V I", 4115.18, 1
"V I", 4116.473, 1
"V I", 4116.711, 1
"V I", 4120.529, 1
"V I", 4123.502, 1
"V I", 4124.101, 1
"V I", 4128.064, 1
"V I", 4134.485, 1
"V I", 4136.11, 1
"V I", 4136.397, 1
"V I", 4182.582, 1
"V I", 4189.841, 1
"V I", 4209.853, 1
"V I", 4218.71, 1
"V I", 4232.458, 1
"V I", 4234.001, 1
"V I", 4234.523, 1
"V I", 4268.637, 1
"V I", 4276.952, 1
"V I", 4284.047, 1
"V I", 4291.815, 1
"V I", 4296.098, 1
"V I", 4306.212, 1
"V I", 4307.187, 1
"V I", 4313.886, 1
"V I", 4330.025, 1
"V I", 4332.824, 1
"V I", 4341.008, 1
"V I", 4342.826, 1
"V I", 4352.87, 1
"V I", 4354.968, 1
"V I", 4355.943, 1
"V I", 4363.525, 1
"V I", 4379.23, 1
"V I", 4384.71, 1
"V I", 4389.98, 1
"V I", 4390.604, 1
"V I", 4391.664, 1
"V I", 4392.063, 1
"V I", 4393.833, 1
"V I", 4394.803, 1
"V I", 4395.222, 1
"V I", 4399.414, 1
"V I", 4400.572, 1
"V I", 4403.667, 1
"V I", 4406.161, 1
"V I", 4406.637, 1
"V I", 4407.632, 1
"V I", 4408.195, 1
"V I", 4408.5, 1
"V I", 4412.131, 1
"V I", 4416.468, 1
"V I", 4419.932, 1
"V I", 4421.566, 1
"V I", 4422.231, 1
"V I", 4422.472, 1
"V I", 4423.217, 1
"V I", 4424.568, 1
"V I", 4426.002, 1
"V I", 4428.516, 1
"V I", 4429.79, 1
"V I", 4434.594, 1
"V I", 4436.133, 1
"V I", 4437.83, 1
"V I", 4444.192, 1
