Wavelength, Species, Priority
3243.7761, Mn1, 0.928
3243.8017, Ti1, 0.482
3243.8411, Co1, 0.894
3243.8753, Fe1, 0.902
3244.118, Cr1, 0.706
3244.1609, Fe1, 0.813
3244.163, Sc2, 0.834
3244.1873, Fe1, 0.979
3244.3356, OH1, 0.356
3244.3569, OH1, 0.489
3244.399, Fe1, 0.278
3244.4966, OH1, 0.202
3244.9875, Fe1, 0.871
3245.0502, OH1, 0.309
3245.124, Dy2, 0.276
3245.13, La2, 0.574
3245.412, Fe1, 0.869
3245.4771, Fe1, 0.504
3245.479, Cr1, 0.749
3245.5388, Cr1, 0.833
3245.7479, Co1, 0.2
3245.9653, Fe1, 0.967
3246.0045, Fe1, 0.985
3246.4802, Fe1, 0.939
3246.9606, Fe1, 0.963
3246.9907, Ni1, 0.388
3247.0002, Co1, 0.781
3247.1769, Fe2, 0.898
3247.18, Co1, 0.928
3247.2099, Fe1, 0.922
3247.2154, OH1, 0.298
3247.2503, Fe1, 0.957
3247.27, Cr1, 0.682
3247.2797, Fe1, 0.958
3247.3319, Cr2, 0.251
3247.3592, OH1, 0.202
3247.3922, Fe2, 0.726
3247.537, Cu1, 0.991
3247.5413, Fe2, 0.542
3247.6155, OH1, 0.334
3248.204, Fe1, 0.97
3248.3203, Fe1, 0.23
3248.4576, Ni1, 0.983
3248.5102, Mn1, 0.944
3248.598, Ti2, 0.982
3248.6482, Fe1, 0.471
3248.6936, Ti2, 0.97
3249.0223, Fe1, 0.885
3249.1912, Fe1, 0.907
3249.3662, Ti2, 0.936
3249.4346, Ni1, 0.964
3249.463, V2, 0.246
3249.5063, Fe1, 0.814
3249.6109, V2, 0.704
3249.66, Fe2, 0.798
3249.8452, Fe1, 0.766
3249.9163, Fe2, 0.452
3249.9995, Co1, 0.901
3250.3388, Fe2, 0.391
3250.372, Fe1, 0.932
3250.3964, Fe1, 0.861
3250.436, Zr2, 0.596
3250.6066, OH1, 0.278
3250.623, Fe1, 0.3
3250.623, Fe1, 0.956
3250.743, Ni1, 0.981
3250.7588, Fe1, 0.899
3250.7691, V2, 0.633
3250.7775, Cr2, 0.324
3251.1322, Mn1, 0.856
3251.259, Dy2, 0.498
3251.2897, Fe2, 0.375
3251.308, Sc2, 0.838
3251.3231, Mn2, 0.203
3251.3486, Fe2, 0.416
3251.4945, Fe1, 0.642
3251.5219, Cr2, 0.298
3251.638, Pd1, 0.571
3251.6664, Fe1, 0.256
3251.8293, Cr1, 0.858
3251.8635, V2, 0.676
3251.9079, Ti2, 0.989
3252.3484, Fe1, 0.277
3252.4285, Fe1, 0.931
3252.4666, Cr2, 0.21
3252.5938, OH1, 0.456
3252.9058, Ti2, 0.989
3252.9143, Fe1, 0.941
3252.9372, Ti2, 0.974
3252.9448, Mn1, 0.877
3253.0203, OH1, 0.267
3253.0471, Ti2, 0.234
3253.1392, Fe1, 0.525
3253.2701, Cr1, 0.726
3253.4162, Co1, 0.222
3253.599, Fe1, 0.939
3253.693, Hf2, 0.309
3253.8247, Fe1, 0.892
3253.8265, Fe1, 0.815
3253.8291, Fe1, 0.623
3253.8686, Fe1, 0.843
3253.8749, OH1, 0.326
3253.8861, Fe1, 0.882
3253.9425, Fe1, 0.905
3254.0141, Fe1, 0.528
3254.0356, Mn1, 0.717
3254.062, Nb2, 0.449
3254.2057, Co1, 0.904
3254.2399, Fe1, 0.754
3254.2453, Ti2, 0.988
3254.3618, Fe1, 0.96
3254.394, Sm2, 0.271
3254.4545, Fe1, 0.884
3254.702, Fe1, 0.236
3254.7233, Fe1, 0.901
3254.7624, V2, 0.877
3255.2817, Cr2, 0.248
3255.411, Fe1, 0.84
3255.4915, OH1, 0.44
3255.684, Sc1, 0.402
3255.887, Fe2, 0.983
3255.9342, Fe1, 0.291
3256.087, In1, 0.336
3256.132, Mn1, 0.925
3256.5207, Fe1, 0.732
3256.7, Fe1, 0.904
3257.0901, OH1, 0.308
3257.0982, Fe1, 0.327
3257.2117, Fe1, 0.877
3257.2345, Fe1, 0.928
3257.3633, Fe2, 0.507
3257.4596, Fe1, 0.229
3257.5925, Fe1, 0.967
3257.816, Cr1, 0.863
3257.8405, Ni1, 0.852
3257.8851, V2, 0.631
3257.8922, Fe2, 0.304
3258.0081, Ni1, 0.267
3258.0248, Co1, 0.705
3258.2695, Ti1, 0.244
3258.4098, Mn1, 0.912
3258.4646, Cr1, 0.205
3258.6205, Fe1, 0.858
3258.7591, Cr2, 0.534
3258.7731, Fe2, 0.901
3258.776, Pd1, 0.629
3259.0515, Fe2, 0.912
3259.108, Er2, 0.317
3259.6198, Fe1, 0.478
3259.6475, Fe1, 0.888
3259.7399, Fe1, 0.548
3259.7784, Fe1, 0.792
3259.9702, OH1, 0.247
3259.9892, Fe1, 0.949
3260.2304, Mn1, 0.904
3260.2412, Co1, 0.422
3260.2668, Fe1, 0.944
3260.269, Ti1, 0.219
3260.2707, Ti2, 0.935
3260.6834, Fe1, 0.809
3260.8191, Co1, 0.898
3261.0079, Fe1, 0.471
3261.05, Cd1, 0.525
3261.0619, OH1, 0.241
3261.3254, Fe1, 0.909
3261.5845, Ti2, 0.97
3261.6114, Ti2, 0.977
3261.6336, Fe1, 0.552
3261.7852, V2, 0.302
3261.799, Fe1, 0.479
3262.0085, Fe1, 0.913
3262.0566, V1, 0.26
3262.288, Os1, 0.392
3262.331, Sn1, 0.717
3263.0582, Fe1, 0.72
3263.211, Co1, 0.596
3263.2376, V1, 0.658
3263.3228, V2, 0.653
3263.3679, Fe1, 0.918
3263.4395, Fe1, 0.528
3263.4462, OH1, 0.231
3263.5022, Ti1, 0.209
3263.6831, Ti2, 0.941
3263.8264, OH1, 0.298
3263.8851, Ce2, 0.217
3264.0452, Fe1, 0.796
3264.0729, Fe1, 0.265
3264.1847, OH1, 0.405
3264.2658, Cr2, 0.743
3264.3898, Fe1, 0.302
3264.4056, Ni1, 0.838
3264.5122, Fe1, 0.961
3264.6952, Fe1, 0.899
3264.7059, Mn1, 0.906
3264.7158, Co1, 0.656
3264.7635, Fe2, 0.939
3264.781, Er2, 0.817
3264.813, Zr2, 0.354
3264.8449, Co1, 0.81
3265.0466, Fe1, 0.983
3265.0861, Fe1, 0.431
3265.2333, Fe1, 0.758
3265.2734, Fe1, 0.345
3265.3001, Fe1, 0.244
3265.3514, Co1, 0.284
3265.4753, Ti1, 0.293
3265.5422, Fe1, 0.93
3265.6163, Fe1, 0.978
3265.67, La2, 0.54
3265.6961, Fe1, 0.696
3265.8896, Ni1, 0.514
3265.8921, V2, 0.723
3266.0777, V1, 0.544
3266.2954, Fe1, 0.866
3266.4309, Ti2, 0.906
3266.634, Cr1, 0.461
3266.936, Fe2, 0.805
3266.9899, OH1, 0.28
3267.0376, Cr1, 0.632
3267.0405, Fe2, 0.211
3267.0754, OH1, 0.389
3267.1, Er2, 0.251
3267.1499, Cr1, 0.366
3267.176, Er2, 0.252
3267.1962, Fe1, 0.681
3267.246, Nd2, 0.286
3267.7022, V2, 0.965
3267.7862, Mn1, 0.412
3267.945, Os1, 0.396
3268.0028, Co1, 0.283
3268.0564, Ni1, 0.877
3268.2329, Fe1, 0.952
3268.4512, Fe1, 0.656
3268.4633, Cr2, 0.283
3268.5155, Fe2, 0.704
3268.7174, Mn1, 0.276
3268.8926, Co1, 0.291
3269.0822, Cr2, 0.314
3269.0851, Ca1, 0.418
3269.1442, Fe1, 0.497
3269.228, Fe1, 0.887
3269.411, Er2, 0.201
3269.4195, Fe1, 0.955
3269.489, Ge1, 0.894
3269.5373, Fe1, 0.565
3269.7351, Ti2, 0.514
3269.7579, Cr2, 0.536
3269.7679, Fe2, 0.623
3269.899, Sc1, 0.808
3269.971, Fe1, 0.428
3269.9787, Ni1, 0.778
3270.1312, Cr2, 0.798
3270.3463, Mn1, 0.293
3270.5652, Ti1, 0.394
3270.6645, Fe1, 0.204
3270.7126, Cr1, 0.237
3270.9998, Fe1, 0.979
3271.1137, Ni1, 0.977
3271.1225, V2, 0.968
3271.123, Zr2, 0.748
3271.1585, Ni1, 0.378
3271.4047, V1, 0.7
3271.4847, Fe1, 0.917
3271.6337, V1, 0.648
3271.6479, Ti2, 0.969
3271.6829, Fe1, 0.937
3271.7831, Co1, 0.858
3271.9519, Cr1, 0.239
3272.0773, Ti2, 0.971
3272.1501, OH1, 0.206
3272.221, Zr2, 0.915
3272.2507, Ce2, 0.371
3272.4137, Co1, 0.238
3272.5953, Fe1, 0.903
3272.7246, Fe1, 0.689
3273.0112, Mn1, 0.259
3273.047, Zr2, 0.962
3273.48, Sm2, 0.238
3273.4941, Fe2, 0.657
3273.631, Sc1, 0.863
3273.9445, Co1, 0.448
3273.9544, Cu1, 0.99
3274.0057, Co1, 0.527
3274.0456, Ti1, 0.483
3274.2049, Fe1, 0.801
3274.2065, OH1, 0.267
3274.2301, Fe1, 0.711
3274.3421, Fe1, 0.37
3274.4139, Ti2, 0.876
3274.4408, Fe1, 0.491
3274.4508, Fe1, 0.924
3274.5069, V2, 0.28
3274.6709, Ca1, 0.697
3274.8057, Fe1, 0.679
3274.8669, Ce2, 0.267
3274.9156, Ni2, 0.688
3275.212, Nd2, 0.451
3275.2391, Fe1, 0.256
3275.2903, Ti2, 0.926
3275.591, Ni1, 0.45
3275.6696, Fe1, 0.922
3275.6827, Fe1, 0.374
3275.6876, Fe1, 0.256
3275.8405, Fe1, 0.671
3276.1247, V2, 0.969
3276.2414, OH1, 0.35
3276.342, Fe1, 0.89
3276.4699, Fe1, 0.951
3276.4829, Co1, 0.762
3276.4846, Ni1, 0.859
3276.6018, Fe2, 0.818
3276.7718, Ti2, 0.951
3276.9916, Ti2, 0.937
3277.1813, Ni1, 0.772
3277.3057, Fe1, 0.325
3277.3279, OH1, 0.252
3277.348, Fe2, 0.983
3277.4441, V2, 0.369
3277.663, Co1, 0.648
3277.7203, V2, 0.586
3277.7981, Fe1, 0.394
3277.8448, Fe2, 0.281
3277.8905, Cr1, 0.263
3278.1052, Co1, 0.397
3278.2877, Ti2, 0.97
3278.3746, Fe1, 0.349
3278.5509, Mn1, 0.545
3278.7298, Fe1, 0.93
3278.7399, Fe1, 0.889
3278.8447, Co1, 0.515
3278.9185, Ti2, 0.975
3278.9688, Ti1, 0.437
3279.1301, OH1, 0.339
3279.1514, Fe1, 0.89
3279.2566, Co1, 0.821
3279.264, Zr2, 0.958
3279.325, Er2, 0.269
3279.625, Fe1, 0.394
3279.6463, Fe2, 0.649
3279.6505, Fe1, 0.851
3279.73, Fe1, 0.899
3279.8121, Cu1, 0.258
3279.8387, Ce2, 0.216
3279.8485, V2, 0.837
3279.9698, Ti2, 0.907
3279.9877, Ti2, 0.94
3280.09, Dy2, 0.36
3280.217, Er2, 0.34
3280.2557, Fe1, 0.79
3280.2598, Fe1, 0.955
3280.358, Cr1, 0.203
3280.6663, Fe1, 0.683
3280.679, Ag1, 0.871
3280.735, Zr2, 0.561
3280.7658, Mn1, 0.672
3280.8114, Fe1, 0.242
3281.1134, V2, 0.286
3281.292, Fe2, 0.978
3281.36, Fe1, 0.524
3281.5888, Co1, 0.544
3281.6196, Fe1, 0.395
3281.7553, V2, 0.318
3281.8274, Fe1, 0.898
3281.8744, Ni1, 0.88
3282.3267, Ti2, 0.968
3282.328, Zn1, 0.844
3282.5344, V2, 0.828
3282.6953, Ni1, 0.973
3282.717, Fe1, 0.88
3282.8246, Ni1, 0.902
3282.837, Zr2, 0.717
3282.8903, Fe1, 0.939
3282.9991, Fe1, 0.703
3283.0379, Cr2, 0.439
3283.1567, Ti2, 0.89
3283.3096, V1, 0.595
3283.327, Co1, 0.637
3283.418, Fe1, 0.845
3283.4626, Co1, 0.912
3283.6096, Fe1, 0.837
3283.7902, Co1, 0.632
3284.357, V1, 0.256
3284.4214, Ni1, 0.871
3284.5138, Fe1, 0.516
3284.5871, Fe1, 0.959
3284.712, Zr2, 0.939
3284.9851, Fe1, 0.256
3285.0154, V2, 0.525
3285.0211, Co1, 0.349
3285.0324, OH1, 0.238
3285.085, Nd2, 0.426
3285.1926, Fe1, 0.49
3285.2383, Ti1, 0.268
3285.4089, Fe2, 0.937
3285.5425, Fe1, 0.695
3285.5891, Co1, 0.231
3285.773, Zr2, 0.456
3285.88, Zr2, 0.646
3285.9407, Cr2, 0.448
3286.0159, Fe1, 0.899
3286.036, Fe1, 0.526
3286.0681, Ca1, 0.775
3286.4392, Fe1, 0.814
3286.4451, Fe1, 0.86
3286.6153, Fe1, 0.802
3286.7527, Fe1, 0.983
3286.7736, Ti2, 0.812
3286.9448, Ni1, 0.975
3286.9527, Fe1, 0.688
3287.0895, Fe1, 0.664
3287.1934, Co1, 0.301
3287.2221, Ni1, 0.715
3287.237, Cr1, 0.27
3287.303, Zr2, 0.415
3287.4632, Fe2, 0.246
3287.5688, Co1, 0.421
3287.589, Ti2, 0.569
3287.6543, Ti2, 0.966
3287.6728, Fe1, 0.782
3287.8271, Co1, 0.231
3288.0288, Cr2, 0.355
3288.1206, OH1, 0.224
3288.1411, Ti2, 0.958
3288.1752, Co1, 0.369
3288.3143, V2, 0.391
3288.4272, Ti2, 0.927
3288.4333, V1, 0.222
3288.5761, Ti2, 0.943
3288.649, Fe1, 0.901
3288.7887, OH1, 0.303
3288.805, Zr2, 0.64
3288.894, Zr2, 0.664
3288.9355, Fe1, 0.595
3288.9653, Fe1, 0.936
3288.9738, Fe1, 0.892
3289.0173, Fe1, 0.476
3289.3538, Fe2, 0.872
3289.3671, Yb2, 0.951
3289.3882, V2, 0.895
3289.4334, Fe1, 0.692
3289.9121, Fe1, 0.78
3290.2343, V2, 0.319
3290.279, Sm2, 0.224
3290.5343, Ni2, 0.606
3290.6141, Fe1, 0.389
3290.6827, Ni2, 0.55
3290.7113, Fe1, 0.937
3290.9881, Fe1, 0.962
3290.999, Tm2, 0.205
3291.1205, Fe1, 0.692
3291.2829, Fe1, 0.309
3291.4419, Fe1, 0.705
3291.6799, OH1, 0.294
3291.7076, Fe1, 0.492
3291.763, Cr2, 0.794
3292.0206, Fe1, 0.958
3292.0329, Fe1, 0.907
3292.0763, Ti1, 0.9
3292.0813, Co1, 0.77
3292.5893, Fe1, 0.97
3292.9158, Fe1, 0.446
3293.1402, Fe1, 0.902
3293.2111, Co1, 0.518
3293.4533, Fe1, 0.459
3293.4757, Ti2, 0.763
3293.6621, Ni1, 0.861
3293.7662, Fe1, 0.569
3293.8326, Cr1, 0.306
3293.8625, Co1, 0.628
3294.6123, Fe1, 0.792
3294.8935, Ti1, 0.463
3295.02, Zr2, 0.287
3295.1077, Fe1, 0.473
3295.2374, Fe2, 0.751
3295.2867, Ce2, 0.255
3295.423, Cr2, 0.807
3295.5466, Mn1, 0.801
3295.6426, Fe1, 0.504
3295.817, Fe2, 0.972
3295.8247, Mn1, 0.369
3296.028, Mn1, 0.595
3296.2611, Ni1, 0.756
3296.323, OH1, 0.209
3296.401, Zr2, 0.47
3296.4634, Fe1, 0.898
3296.5159, Fe1, 0.448
3296.802, Fe1, 0.871
3296.8342, Fe2, 0.483
3296.8797, Mn1, 0.66
3297.5113, V2, 0.33
3297.879, Fe2, 0.761
3298.1319, Fe1, 0.964
3298.1325, Fe1, 0.766
3298.1473, V1, 0.5
3298.1804, Ti2, 0.598
3298.2237, Mn1, 0.532
3298.2406, Fe1, 0.398
3298.3701, Fe1, 0.207
3298.532, Fe1, 0.21
3298.5566, Fe1, 0.844
3298.6769, Co1, 0.793
3298.7378, V2, 0.886
3299.0748, Fe1, 0.39
3299.1194, Mn1, 0.418
3299.1291, Fe1, 0.288
3299.4123, Ti1, 0.804
3299.4295, Ti2, 0.895
3299.5058, Fe1, 0.756
3299.6091, Fe1, 0.677
3300.143, Nd2, 0.424
3300.902, Nd2, 0.235
3301.2006, Cr2, 0.33
3301.2186, Fe1, 0.921
3301.4168, Fe1, 0.812
3301.4533, Fe1, 0.313
3301.567, Os1, 0.632
3301.6727, Ti2, 0.877
3301.8511, OH1, 0.258
3301.8593, Pt1, 0.382
3301.9132, Fe1, 0.856
3302.0953, Ti2, 0.94
3302.127, Pd1, 0.621
3302.2029, Cr1, 0.46
3302.3686, Na1, 0.926
3302.584, Zn1, 0.873
3302.649, Zr2, 0.3
3302.857, Fe2, 0.954
3302.8676, Cr1, 0.274
3302.941, Zn1, 0.815
3302.9785, Na1, 0.907
3303.11, La2, 0.275
3303.241, Fe1, 0.206
3303.2788, Mn1, 0.427
3303.465, Fe2, 0.975
3303.53, Fe1, 0.919
3303.5686, Fe1, 0.878
3303.8801, Co1, 0.695
3304.1196, Co1, 0.482
3304.2026, Fe1, 0.434
3304.3575, Fe1, 0.348
3304.4279, Fe2, 0.576
3304.4666, V2, 0.262
3304.5853, Fe1, 0.466
3304.7476, OH1, 0.247
3304.8758, Mn1, 0.28
3304.9493, Ni1, 0.891
3305.1054, Co1, 0.396
3305.152, Zr2, 0.913
3305.6127, Fe2, 0.23
3305.7276, Co1, 0.436
3305.7657, Fe1, 0.69
3305.8142, Fe1, 0.386
3305.8521, Fe1, 0.53
3305.9706, Fe1, 0.98
3306.0226, Ti2, 0.851
3306.0811, Fe1, 0.868
3306.1391, Fe1, 0.677
3306.2654, Fe2, 0.268
3306.275, Zr2, 0.928
3306.3396, Fe1, 0.964
3306.3548, Fe1, 0.979
3306.38, Sm2, 0.435
3306.4048, Co1, 0.409
3306.4822, Fe1, 0.913
3306.5868, Fe1, 0.887
3306.8751, Fe1, 0.547
3306.88, Ti1, 0.728
3306.9545, Cr2, 0.631
3306.9988, Mn1, 0.252
3307.0056, Fe1, 0.761
3307.015, Ni1, 0.831
3307.027, Sm2, 0.252
3307.042, Cr2, 0.795
3307.1556, Co1, 0.861
3307.2333, Fe1, 0.947
3307.6858, Fe1, 0.569
3307.721, Ti2, 0.92
3307.7443, Cr1, 0.264
3307.9446, Cu1, 0.306
3308.1364, Cr2, 0.38
3308.3937, Ti1, 0.84
3308.4838, Co1, 0.612
3308.6128, Fe1, 0.305
3308.6799, Co1, 0.291
3308.6867, Co1, 0.567
3308.7349, Fe1, 0.224
3308.7431, Fe1, 0.915
3308.7605, Fe1, 0.267
3308.7827, Fe1, 0.847
3308.784, Mn1, 0.412
3308.793, Dy2, 0.226
3308.8034, Ti2, 0.978
3308.808, Co1, 0.381
3308.88, Dy2, 0.442
3309.4245, Ni1, 0.338
3309.4963, Ti1, 0.883
3309.5128, Cr1, 0.669
3309.5315, Ti2, 0.899
3309.72, Ti1, 0.657
3309.8301, Cr1, 0.205
3309.891, Zr2, 0.301
3310.201, Ni1, 0.942
3310.3411, Fe1, 0.926
3310.4674, Fe1, 0.218
3310.4902, Fe1, 0.913
3310.6401, Fe1, 0.818
3310.6474, Cr2, 0.673
3310.66, Sm2, 0.224
3310.6617, Cr2, 0.433
3310.8463, Fe1, 0.865
3310.866, Fe1, 0.335
3310.897, Nd2, 0.233
3310.9066, Fe1, 0.708
3311.1951, Fe1, 0.819
3311.342, Zr2, 0.3
3311.4491, Fe1, 0.766
3311.9013, Mn1, 0.656
3311.9296, Cr2, 0.778
3312.15, Co1, 0.839
3312.1787, Cr2, 0.767
3312.2225, Fe1, 0.886
3312.2652, Co1, 0.508
3312.3183, Ni1, 0.922
3312.426, Er2, 0.69
3312.5918, Fe1, 0.553
3312.6639, Fe2, 0.732
3312.69, Ti1, 0.603
3312.6978, Fe1, 0.908
3312.72, Dy2, 0.25
3312.8261, Co1, 0.758
3312.829, Nd2, 0.31
3312.9296, Ti2, 0.846
3312.9915, Ni1, 0.873
3313.0689, Cr2, 0.486
3313.1189, Co1, 0.403
3313.1661, Mn1, 0.818
3313.4274, Mn1, 0.775
3313.5676, Mn1, 0.786
3313.5736, Fe1, 0.826
3313.7, Zr2, 0.563
3313.7144, Fe1, 0.709
3313.9891, Fe2, 0.928
3314.0508, Cr2, 0.399
3314.0734, Co1, 0.847
3314.122, Mn1, 0.709
3314.3834, Mn1, 0.838
3314.4212, Ti1, 0.906
3314.4429, Fe1, 0.896
3314.495, Zr2, 0.729
3314.515, Ti1, 0.816
3314.5354, Cr2, 0.641
3314.5992, Fe1, 0.696
3314.7413, Fe1, 0.954
3314.7727, Mn1, 0.372
3314.8563, V2, 0.524
3314.86, Mn1, 0.856
3315.0352, Co1, 0.378
3315.1572, Fe1, 0.463
3315.1671, Fe1, 0.776
3315.1773, V2, 0.349
3315.23, Ti1, 0.476
3315.2906, Cr2, 0.279
3315.3224, Ti2, 0.957
3315.4585, OH1, 0.214
3315.6629, Ni1, 0.988
3315.7832, Ti1, 0.444
3315.9474, Mn1, 0.484
3316.0253, Fe1, 0.797
3316.1631, Fe1, 0.551
3316.273, Dy2, 0.346
3316.324, Mn1, 0.609
3316.4244, Mn1, 0.82
3316.559, Fe1, 0.842
3316.6435, V2, 0.27
3316.8405, Fe1, 0.553
3316.9211, Fe1, 0.704
3317.1209, Fe1, 0.934
3317.2597, Mn1, 0.883
3317.5756, Fe1, 0.763
3317.6048, Ni1, 0.747
3317.8215, Fe1, 0.721
3317.9294, Co1, 0.751
3318.0228, Ti2, 0.981
3318.1118, Cr1, 0.657
3318.35, Ti1, 0.43
3318.3512, Fe1, 0.225
3318.364, OH1, 0.205
3318.3996, Co1, 0.45
3318.512, Zr2, 0.492
3318.5955, Fe1, 0.486
3318.8968, Fe1, 0.779
3319.029, Zr2, 0.808
3319.081, Ti2, 0.883
3319.1555, Co1, 0.715
3319.2527, Fe1, 0.917
3319.4798, Co1, 0.86
3319.5416, Fe1, 0.811
3319.5589, Co1, 0.259
3319.8236, Co1, 0.598
3319.88, Dy2, 0.475
3320.2587, Ni1, 0.986
3320.6433, Fe1, 0.885
3320.694, Mn1, 0.624
3320.7747, Fe1, 0.472
3320.775, V2, 0.258
3320.7763, Ni1, 0.351
3320.8439, Fe1, 0.673
3321.189, Sm2, 0.329
3321.1939, Cr1, 0.207
3321.238, Ni1, 0.804
3321.2648, Fe1, 0.839
3321.5035, Fe1, 0.346
3321.5429, V2, 0.628
3321.5837, Ti1, 0.812
3321.6982, Ti2, 0.966
3321.9089, Co1, 0.77
3322.2131, Co1, 0.857
3322.3096, Ni1, 0.984
3322.4729, Fe1, 0.943
3322.6556, Fe1, 0.78
3322.6988, Cr2, 0.363
3322.9338, Ti2, 0.989
3322.974, Zr2, 0.841
3322.9912, Ti2, 0.807
3323.0623, Fe2, 0.845
3323.091, Rh1, 0.233
3323.194, Er2, 0.252
3323.3879, Ti2, 0.865
3323.5339, Cr2, 0.287
3323.665, Ti1, 0.381
3323.7317, V2, 0.274
3323.7359, Fe1, 0.956
3323.8024, Ti1, 0.432
3323.8118, Fe1, 0.849
3323.8484, Fe1, 0.38
3323.901, Ti1, 0.535
3324.0467, Cr2, 0.914
3324.1296, Cr2, 0.699
3324.3319, Cr2, 0.826
3324.3692, Fe1, 0.884
3324.536, Fe1, 0.941
3324.751, Ti1, 0.232
3324.7516, Ti1, 0.31
3324.7836, Fe1, 0.888
3324.9076, Fe1, 0.525
3325.0065, Fe2, 0.491
3325.23, Ti1, 0.259
3325.2442, Co1, 0.824
3325.3688, Ti1, 0.243
3325.4247, Co1, 0.425
3325.4644, Fe1, 0.935
3325.889, Nd2, 0.306
3326.5642, Co1, 0.39
3326.6075, Cr1, 0.484
3326.6078, Fe1, 0.759
3326.6267, Ni1, 0.745
3326.6697, Ni1, 0.859
3326.6882, Fe1, 0.233
3326.6971, Ti2, 0.897
3326.7616, Ti2, 0.98
3326.8, Zr2, 0.76
3326.8444, Ti2, 0.906
3326.9911, Co1, 0.857
3327.1077, Fe1, 0.474
3327.1601, Fe1, 0.351
3327.2198, Cr1, 0.68
3327.2291, Cr1, 0.222
3327.3009, Ti1, 0.59
3327.3719, Fe1, 0.814
3327.39, Ni1, 0.854
3327.4949, Fe1, 0.55
3327.661, Zr2, 0.671
3327.8768, Y2, 0.942
3327.9522, Fe1, 0.886
3328.2104, Co1, 0.563
3328.26, Nd2, 0.336
3328.3419, Cr2, 0.902
3328.4658, Fe1, 0.739
3328.7131, Ni1, 0.937
3328.8659, Fe1, 0.943
3329.0133, Co1, 0.393
3329.1087, Fe2, 0.546
3329.3553, Cr1, 0.609
3329.4537, Ti2, 0.988
3329.4694, Co1, 0.762
3329.523, Fe1, 0.86
3329.8532, V1, 0.374
3329.9194, Mg1, 0.952
3329.9397, Cr1, 0.559
3329.9729, Fe1, 0.833
3330.2122, Fe1, 0.752
3330.3058, Fe1, 0.753
3330.6167, Fe1, 0.607
3330.66, Mn1, 0.815
3330.6977, Mn1, 0.451
3330.7782, Mn2, 0.494
3331.387, Gd2, 0.495
3331.57, Nd2, 0.356
3331.596, Fe1, 0.397
3331.611, Fe1, 0.936
3331.7754, Fe1, 0.901
3331.885, Zr2, 0.648
3332.1084, Ti2, 0.971
3332.135, Gd2, 0.317
3332.1458, Mg1, 0.966
3332.1783, Ni1, 0.878
3332.3342, Fe1, 0.386
3332.5576, Cr1, 0.384
3332.703, Er2, 0.252
3332.771, Fe1, 0.522
3332.8146, Ti2, 0.63
3332.8288, Fe1, 0.531
3332.8491, Fe1, 0.347
3332.8742, Cr1, 0.373
3332.9582, Ni1, 0.829
3333.0869, Cr1, 0.667
3333.3853, Co1, 0.919
3333.4053, Co1, 0.818
3333.5874, Cr1, 0.775
3333.5931, Fe1, 0.875
3334.1213, Co1, 0.219
3334.1483, Co1, 0.943
3334.2175, Fe1, 0.907
3334.253, Zr2, 0.783
3334.2732, Fe1, 0.815
3334.616, Zr2, 0.818
3334.6605, Fe1, 0.636
3334.675, Cr1, 0.753
3335.1911, Ti2, 0.987
3335.2955, Cr2, 0.82
3335.3909, Fe1, 0.587
3335.4224, Cr2, 0.769
3335.4413, Fe1, 0.818
3335.5095, Fe1, 0.84
3335.5525, Ni1, 0.808
3335.7139, Fe1, 0.856
3335.719, Fe1, 0.26
3335.7685, Fe1, 0.929
3335.8299, Fe1, 0.792
3335.9129, Fe1, 0.819
3336.1159, Cr2, 0.663
3336.128, Fe1, 0.785
3336.184, Gd2, 0.412
3336.2567, Fe1, 0.9
3336.3207, Cr2, 0.935
3336.3931, Mn2, 0.475
3336.5375, Fe1, 0.584
3336.674, Mg1, 0.971
3336.8237, Fe1, 0.441
3336.9608, Ti2, 0.805
3336.98, Cr1, 0.204
3337.0094, Ni1, 0.857
3337.1715, Co1, 0.869
3337.3922, Mn2, 0.396
3337.49, La2, 0.838
3337.5741, Fe1, 0.354
3337.6648, Fe1, 0.944
3337.8176, Fe1, 0.707
3337.8335, V2, 0.462
3337.8415, Cu1, 0.481
3337.8469, Ti2, 0.924
3337.9085, Fe1, 0.774
3338.1858, Fe2, 0.37
3338.419, Zr2, 0.661
3338.5204, Co1, 0.351
3338.5208, Fe2, 0.681
3338.6203, Fe1, 0.531
3338.7594, Ni1, 0.753
3339.0425, Ni1, 0.871
3339.05, Nd2, 0.201
3339.1938, Fe1, 0.928
3339.5779, Fe1, 0.875
3339.6813, Fe1, 0.836
3339.754, Fe1, 0.438
3339.7785, Co1, 0.813
3339.786, Cr2, 0.944
3339.8204, Co1, 0.706
3339.8809, Cr2, 0.764
3340.0203, Fe1, 0.724
3340.341, Ti2, 0.986
3340.553, Zr2, 0.903
3340.5643, Fe1, 0.951
3340.586, Sm2, 0.244
3340.8945, Fe1, 0.871
3340.994, Dy2, 0.341
3341.3416, Co1, 0.754
3341.868, Ce2, 0.257
3341.8731, Ti1, 0.963
3341.8747, Ti2, 0.988
3341.9056, Fe1, 0.934
3341.9485, Co1, 0.624
3342.1086, Fe1, 0.43
3342.147, Ti1, 0.886
3342.2141, Fe1, 0.88
3342.2918, Fe1, 0.922
3342.3433, Cr1, 0.294
3342.5515, Co1, 0.271
3342.576, Cr2, 0.94
3342.7057, Ti1, 0.45
3342.7124, Co1, 0.694
3343.0986, Fe1, 0.283
