Wavelength, Species, Priority
6322.8614, 9-3_OH, 1.0
6326.2692, 9-3_OH, 1.0
6326.5655, 5-0_OH, 1.0
6327.0139, 5-0_OH, 1.0
6327.1637, 9-3_OH, 1.0
6329.7476, 9-3_OH, 1.0
6329.9327, 9-3_OH, 1.0
6348.5163, 9-3_OH, 1.0
6348.5477, 9-3_OH, 1.0
6350.1801, 9-3_OH, 1.0
6355.8185, 5-0_OH, 1.0
6356.0981, 5-0_OH, 1.0
6356.1692, 9-3_OH, 1.0
6356.4428, 9-3_OH, 1.0
6360.2272, 5-0_OH, 1.0
6360.7747, 5-0_OH, 1.0
6363.8, OI_AN, 1.0
6377.7001, 9-3_OH, 1.0
6379.2681, 9-3_OH, 1.0
6379.3626, 9-3_OH, 1.0
6386.2402, 9-3_OH, 1.0
6386.6139, 9-3_OH, 1.0
6396.9679, 5-0_OH, 1.0
6413.8867, 9-3_OH, 1.0
6420.061, 9-3_OH, 1.0
6420.5475, 9-3_OH, 1.0
6458.368, 9-3_OH, 1.0
6463.506, 6-1_OH, 1.0
6463.5378, 6-1_OH, 1.0
6463.7944, 6-1_OH, 1.0
6463.8103, 6-1_OH, 1.0
6464.869, 6-1_OH, 1.0
6464.9213, 6-1_OH, 1.0
6465.8274, 6-1_OH, 1.0
6465.8663, 6-1_OH, 1.0
6465.9353, 6-1_OH, 1.0
6465.9704, 6-1_OH, 1.0
6466.8902, 6-1_OH, 1.0
6466.9006, 6-1_OH, 1.0
6467.1596, 6-1_OH, 1.0
6467.2115, 6-1_OH, 1.0
6470.1372, 6-1_OH, 1.0
6470.1514, 6-1_OH, 1.0
6470.9584, 6-1_OH, 1.0
6470.9865, 6-1_OH, 1.0
6472.6251, 6-1_OH, 1.0
6472.8576, 6-1_OH, 1.0
6472.9037, 6-1_OH, 1.0
6477.9016, 6-1_OH, 1.0
6477.9184, 6-1_OH, 1.0
6497.471, 6-1_OH, 1.0
6497.5817, 6-1_OH, 1.0
6498.7099, 6-1_OH, 1.0
6498.7445, 6-1_OH, 1.0
6502.5658, 6-1_OH, 1.0
6502.7519, 6-1_OH, 1.0
6502.9297, 6-1_OH, 1.0
6505.0583, 6-1_OH, 1.0
6510.9922, 6-1_OH, 1.0
6511.1961, 6-1_OH, 1.0
6513.8447, 6-1_OH, 1.0
6514.1367, 6-1_OH, 1.0
6522.3962, 6-1_OH, 1.0
6522.4549, 6-1_OH, 1.0
6522.6532, 6-1_OH, 1.0
6522.8056, 6-1_OH, 1.0
6525.5701, 6-1_OH, 1.0
6526.0975, 6-1_OH, 1.0
6533.0089, 6-1_OH, 1.0
6533.075, 6-1_OH, 1.0
6537.4814, 6-1_OH, 1.0
6537.5122, 6-1_OH, 1.0
6540.198, 6-1_OH, 1.0
6541.0286, 6-1_OH, 1.0
6544.0065, 6-1_OH, 1.0
6544.0386, 6-1_OH, 1.0
6548.1, NII_DN_18, 1.0
6553.5515, 6-1_OH, 1.0
6553.6804, 6-1_OH, 1.0
